paper_id;name;year
377632744;IEEE Transactions on Image Processing;2017
377654399;Wireless Personal Communications;2015
377661483;Reliable Computing;1996
377714815;Wireless Personal Communications;2015
377778999;Wireless Personal Communications;2015
377789809;International Journal of Distributed Systems and Technologies;2015
377808493;Computing;1979
378195201;Computing;1978
378462646;Computing;1976
378602177;Multimedia Tools and Applications;2016
378627684;IFAC Proceedings Volumes;2003
378671792;Computing;1983
378826507;Management Science;2017
378902204;Computing;1986
378934129;Information Sciences;2015
379080820;Computing;1972
379235378;Numerical Algorithms;2000
379504861;PLOS Computational Biology;2015
379566242;Computing;1983
379579515;Theoretical Computer Science;2015
379628439;Computing;1979
379635904;Management Science;2018
379812437;Computers and Electronics in Agriculture;2015
379823112;Neurocomputing;2015
379826382;Journal of Computational Physics;2016
379856439;Journal of Computer Science and Technology;1993
380281521;Computing;1977
380436690;Computing;1993
380454452;Computers and Electronics in Agriculture;2015
380493104;Computing;1976
380552621;Journal of Multivariate Analysis;2015
380580425;Information Sciences;2015
380683936;PLOS Computational Biology;2015
380814507;Computing;1984
381213648;Computing;1987
381292934;Neurocomputing;2015
381311334;Information Systems;2015
381354287;Future Generation Computer Systems;2015
381367882;Computing;1994
381399826;Wireless Personal Communications;2015
381406155;Annals of Operations Research;2000
381873492;Science of Computer Programming;2015
381925641;Simulation Modelling Practice and Theory;2015
382070501;Information Sciences;2015
382383512;Computers in Human Behavior;2015
382531454;NeuroImage;2015
382861764;Microprocessors and Microsystems;2015
382890904;Computer-Aided Engineering;1999
383073101;Computing;1984
383151541;Simulation Modelling Practice and Theory;2015
383244729;Computers & Graphics;2015
383827670;Journal of Computational Science;2015
384069502;Universal Access in The Information Society;2002
384430293;Computing;1983
384437869;Computing;1975
384563215;Journal of Combinatorial Optimization;2016
384695224;Numerical Algorithms;1999
384698140;Computers & Security;2015
384733847;Computing;1993
384886543;Computing;1987
384906195;Brain;2015
385102008;Mathematical Methods of Operations Research;1999
385292300;Social Network Analysis and Mining;2015
385447517;Fundamenta Informaticae;2015
385554183;Pattern Recognition;2015
385566662;Knowledge and Information Systems;2016
385930790;International Journal of Software Science and Computational Intelligence;2014
386122816;Computing;1969
386177333;Social Networks;2015
386209500;Computing;1981
386219989;Advances in Applied Mathematics;2016
386414029;Computational Biology and Chemistry;2015
386569623;PLOS Computational Biology;2016
386589890;Computing;1985
386598895;Computing;1981
386772770;Journal of Discrete Algorithms;2015
386800810;Wireless Personal Communications;2015
386846183;International Journal of Systems and Service-oriented Engineering;2015
386938050;Computing;1983
387039077;Journal of Combinatorial Optimization;2016
387417990;Computing;1975
387604115;Computing;1988
387669780;Computing;1976
387710534;International Journal of Digital Crime and Forensics;2015
387808109;Computing;1982
387982848;Computers & Industrial Engineering;2015
388000862;Computing;1974
388323479;Engineering Applications of Artificial Intelligence;2016
388485384;Advances in Computational Mathematics;1998
388667476;Information Systems and E-business Management;2016
388670472;International Journal of E-health and Medical Communications;2015
388837486;International Journal of Multimedia Data Engineering and Management;2012
388928106;NeuroImage;2015
389169904;Pattern Analysis and Applications;2017
389175298;Computing;1980
389489038;Computers & Graphics;2015
389852474;OR Spectrum;2003
390010821;Computing;1994
390030473;Journal of The Franklin Institute-engineering and Applied Mathematics;2015
390146591;Medical Image Analysis;2016
390189550;Computing;1980
390284929;Ai & Society;2002
390417105;Computing;1983
390472384;Computing;1980
390733291;Computing;1981
390736637;International Journal of Critical Infrastructure Protection;2015
390740793;Computing;1994
390960291;Journal of Information Science;2015
391158091;Biomedical Signal Processing and Control;2015
391476502;Computing;1978
391502157;Ai Communications;2013
391805628;Communications of The Ais;2006
391965034;Computing;1985
392123911;Journal of Computational Physics;2015
392218047;Wireless Personal Communications;2016
392294934;Neurocomputing;2015
392594001;Journal of Intelligent Manufacturing;2018
392619871;PLOS Computational Biology;2015
392639216;Computers & Graphics;2015
392671300;Computing;1981
392686506;Computing;1982
392980869;Annals of Operations Research;2000
392999641;Computing;1976
393153616;IEEE Journal on Selected Areas in Communications;2016
393185116;Operations Research Letters;2015
393550254;Journal of Computational and Applied Mathematics;2015
393580102;Computing;1981
393602264;Synthese;1997
393605991;NeuroImage;2015
393742949;PLOS Computational Biology;2015
394103507;Games and Economic Behavior;2015
394351765;Neural Computing and Applications;2016
394402693;Formal Aspects of Computing;1995
394403803;Proceedings of SPIE;2015
394870903;Microprocessors and Microsystems;2015
395073195;NeuroImage;2015
395106337;Computational Biology and Chemistry;2015
395165956;Pacific Asia journal of the Association for Information systems;2011
395333906;Reliable Computing;1996
395813062;Computing;1977
395900546;Computers & Industrial Engineering;2015
396410945;Journal of Computational Physics;2015
396644615;Journal of Web Engineering;2013
396715453;Transportation Science;2016
396715788;Pattern Recognition;2015
396808271;Cognitive Science;2011
396815618;Computing;1986
396965443;Quantum Information & Computation;2012
397007279;Wireless Networks;2016
397068586;Biodata Mining;2017
397289539;Applied Mathematics and Computation;2015
397525756;Computers & Graphics;2015
397685657;Expert Systems With Applications;2015
397830089;IEEE Transactions on Neural Networks;2016
398104149;Computing;1989
398397131;Neurocomputing;2015
398474410;Presence: Teleoperators & Virtual Environments;1997
398492492;Reliable Computing;1996
398575776;Image and Vision Computing;2015
398713929;Reliable Computing;1996
398858011;Computer-Aided Engineering;2000
398974528;Computing;1979
398988685;Applied Soft Computing;2015
399006150;Computing;1980
399016336;Computerized Medical Imaging and Graphics;2015
399021688;Computing;1982
399237316;Computer Aided Geometric Design;2015
399388665;Theoretical Computer Science;2015
399440221;Computing;1981
399480266;Annals of Operations Research;2016
399485935;Swarm and evolutionary computation;2015
399748404;Journal of Scientific Computing;2016
399826189;Computing;1974
399933011;Computing;1985
348112863;Graphs and Combinatorics;2016
340789169;IFAC Proceedings Volumes;2014
354839235;Siam Journal on Control and Optimization;2010
383264876;Discrete and Computational Geometry;2003
312377188;Management Information Systems Quarterly;2015
334719179;The Visual Computer;2005
343707022;ACM Transactions on Sensor Networks;2016
400232673;Computing;1994
400453035;Medical Image Analysis;2015
400458156;Computing;1978
400725385;International Journal of Web-based Learning and Teaching Technologies;2015
400871995;Advances in Computational Mathematics;2000
401002857;Integration;2015
401113941;Wireless Personal Communications;2015
401751405;Neurocomputing;2015
401881185;Informatics in education;2005
402105155;Computing;1974
402121114;Computing;1991
402286641;Journal of Computational and Applied Mathematics;2015
402397072;Journal of Optimization Theory and Applications;2016
402439574;Applied Mathematics and Computation;2015
402460180;Computing;1989
402530507;Journal of Computational and Applied Mathematics;2015
402645684;Computing;1975
402851112;International Journal of Applied Earth Observation and Geoinformation;2015
402949095;Numerical Algorithms;1998
402959125;European Journal of Operational Research;2015
403004725;Journal of Information Science;2015
403053820;Pattern Recognition;2015
403149425;Journal of Scientific Computing;2016
403174314;Computing;1982
403203070;Expert Systems With Applications;2015
403475137;Computing;1986
403481520;Applied Intelligence;2015
403723139;Iet Signal Processing;2015
404624109;Applied Mathematics and Computation;2015
404872179;Computers & Security;2015
405261323;International Journal of Information Systems and Supply Chain Management;2015
405644169;Computers & Graphics;2015
405701829;Journal of Computational Physics;2015
405778959;Wireless Personal Communications;2015
405831130;Information Processing Letters;2015
405877168;Signal, Image and Video Processing;2016
406018683;Journal of Global Optimization;2016
406037847;Computers & Geosciences;2016
406485155;Social Network Analysis and Mining;2015
406563877;Computing;1978
406762770;Computing;1983
406811097;Statistical Methods and Applications;2015
406831551;Computing;1987
406995970;PLOS Computational Biology;2015
407425229;Computing;1975
407483466;Journal of Mathematical Imaging and Vision;1999
407682437;Journal of Computational Physics;2015
407865814;Speech Communication;2015
408130175;Journal of Computational Methods in Sciences and Engineering archive;2009
408193023;Future Generation Computer Systems;2016
408236019;Computers & Mathematics With Applications;2015
408379502;Computing;1981
408825045;Computing;1980
409333163;Computing;1981
409500325;Computing;1977
409553128;Lecture Notes in Computer Science;1989
409907802;Universal Access in The Information Society;2001
410403029;Computing;1984
410535082;Computing;1972
410697814;International Journal of Approximate Reasoning;2015
410724028;Computing;1980
410737081;Journal of the American Medical Informatics Association;2012
410745040;Computing;1978
410846060;Wireless Personal Communications;2015
410905707;Information Systems and E-business Management;2003
411049612;Applied Soft Computing;2015
411141150;Journal of Artificial Intelligence Research;2015
411231432;Computing;1977
411285792;Computing;1979
411313583;Computing;1975
411709319;Computing;1973
411834087;Computing;1979
411944364;Mathematics and Computers in Simulation;2015
412017307;Reliable Computing;1995
412163067;Computing;1986
412269586;Mobile Networks and Applications;2016
412646393;Computing;1977
412662211;Journal of Combinatorial Optimization;2016
412678622;Computers in Human Behavior;2015
412728587;Computing;1989
412997902;International Journal of Game Theory;2016
413003264;Signal Processing-image Communication;2015
413048612;Wireless Personal Communications;2016
413292833;Wireless Personal Communications;2015
413617904;Computational Optimization and Applications;1997
413656932;Computing;1980
413798046;Journal of Combinatorial Optimization;2016
413835352;Computers & Graphics;2015
413889016;SIAM Journal on Numerical Analysis;2015
413967189;Proceedings of SPIE;2015
414127200;Computing;1980
414215305;Computing;1980
414300589;Computers & Mathematics With Applications;2015
414544266;Neural Computing and Applications;2016
414605892;PLOS Computational Biology;2015
414773487;Wireless Personal Communications;2015
414834736;Expert Systems With Applications;2015
415013543;Discrete Applied Mathematics;2015
415041201;Pattern Recognition;2015
415065942;Games and Economic Behavior;2016
415286823;NeuroImage;2015
415578889;Numerical Algorithms;1998
415897168;Computing;1979
415957693;Wireless Personal Communications;2015
416014212;IEEE Transactions on Neural Networks;2016
416023868;Neurocomputing;2016
416053560;Computing;1984
416083518;Pattern Analysis and Applications;2017
416140099;International Journal of Machine Learning and Cybernetics;2018
416264798;Journal of Multivariate Analysis;2015
416303243;Robotics and Autonomous Systems;2015
416630258;PLOS Computational Biology;2015
416670037;Wireless Personal Communications;2015
416690730;Computers & Graphics;2015
416854970;International Journal of E-health and Medical Communications;2015
416911520;Reliable Computing;1996
417070490;Journal of Combinatorial Optimization;2016
417148698;Computational Statistics & Data Analysis;2017
417278198;Journal of Computer Science and Technology;1993
417843585;Computing;1972
417900231;Journal of Computational Physics;2015
417985697;Statistical Methods and Applications;2015
418096420;Pattern Recognition Letters;2015
418103613;Computing;1976
418214960;Computers, Environment and Urban Systems;2015
418273445;Journal of Systems and Software;2015
418314731;Computing;1982
418408683;Neurocomputing;2015
418579443;Computer Vision and Image Understanding;2015
418680382;Journal of Multivariate Analysis;2015
418784633;Computing;1985
419087269;Computing;1989
419198567;Computing;1980
419599686;Mathematics of Operations Research;2017
419641799;Computers & Electrical Engineering;2015
419645992;Universal Access in The Information Society;2016
419646198;Wirtschaftsinformatik und Angewandte Informatik;2006
419825845;Physical Communication;2015
420197310;Computers & Electrical Engineering;2015
420245854;PLOS Computational Biology;2015
420322416;Journal of Global Optimization;2015
420394104;International Journal of Data Warehousing and Mining;2015
420409524;Expert Systems With Applications;2015
420525628;Wireless Personal Communications;2015
420693570;Environmental Modelling and Software;2015
420769319;Computational Biology and Chemistry;2015
420843457;Computing;1978
420954237;Discrete Applied Mathematics;2015
421565076;Computing;1971
421629923;Signal Processing;2015
421650457;Computing;1986
421803973;Computing;1973
422043475;Information Sciences;2015
422168210;International Journal of Software Science and Computational Intelligence;2014
422182685;Neural, Parallel & Scientific Computations archive;2001
422388727;IEEE Transactions on Image Processing;2016
422432106;Pervasive and Mobile Computing;2015
422844602;Journal of Discrete Algorithms;2015
423015428;Journal of Informetrics;2015
423026626;Information and Organization;2015
423069184;Computing;1975
423341378;Computing;1972
423555091;Fundamenta Informaticae;2016
423846274;Computers in Human Behavior;2015
424033818;Journal of Database Management;2018
424515255;Computing;1987
425079745;Journal of Combinatorial Optimization;2016
425096761;Computing;1982
425165360;Computer Communications;2015
425247713;Nano Communication Networks;2015
425251948;Pattern Recognition Letters;2015
425347872;NeuroImage;2016
425391008;International Journal of Computers Communications & Control;2009
425543131;Expert Systems With Applications;2015
425642051;Computing;1985
425747987;IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems;2016
425816785;Neural Networks;2015
425911588;Neurocomputing;2015
426013046;Applied Mathematics and Computation;2015
426194329;Social Network Analysis and Mining;2015
426480611;Simulation Modelling Practice and Theory;2015
426581403;Signal, Image and Video Processing;2015
427159140;Computer-Aided Engineering;1999
427198658;Performance Evaluation;2015
427242327;NeuroImage;2015
427345734;Computing;1985
427495503;Computers & Industrial Engineering;2015
427596816;Computing;1982
427734536;Computing;1986
428147632;Computing;1976
428265845;Applied Soft Computing;2015
428378019;Computing;1983
428661947;Wireless Networks;1997
428751707;Computing;1982
428880907;International Journal of Applied Earth Observation and Geoinformation;2015
428915408;Computing;1979
428962806;The Visual Computer;2016
429263689;International Journal of Game Theory;2017
429285040;Künstliche Intelligenz;2015
429469906;Computing;1978
429641120;Computing;1987
429642261;Electronic Communication of The European Association of Software Science and Technology;2012
429800775;Computing;1975
430131650;Computing;1985
430137803;European Journal of Operational Research;2016
430154137;Numerical Algorithms;1999
430264494;Information Sciences;2015
430311354;Journal of Parallel and Distributed Computing;2015
430348815;Knowledge Based Systems;2015
430601014;Neural Networks;2015
430642824;Computer Physics Communications;2015
430730302;Computer Networks;2015
430887393;International Journal of Actor-network Theory and Technological Innovation;2015
430957402;Computers & Chemical Engineering;2015
431044280;Computing;1978
431045138;Numerical Algorithms;1999
431075213;Computing;1972
431166142;Journal of Optimization Theory and Applications;2016
431354188;Computing;1980
432214373;Computing;1987
432253752;Annals of Operations Research;2015
432380759;Annals of Operations Research;2015
432457081;Neurocomputing;2015
432823801;Journal of Computational Physics;2015
433132519;Computational Optimization and Applications;2016
433156295;Computing;1980
433207136;Journal of Combinatorial Theory, Series B;2015
433515250;Computing;1971
433658864;Journal of Discrete Algorithms;2015
433788157;Computing;1981
434021720;Pattern Recognition;2015
434354119;Computing;1980
434572508;Journal of Information Technology;2015
434788495;Engineering Applications of Artificial Intelligence;2015
434969687;SIAM/ASA Journal on Uncertainty Quantification;2015
434993493;NeuroImage;2015
435022884;Computer Speech & Language;2016
435141688;PLOS Computational Biology;2015
435236384;Microelectronics Reliability;2015
435628262;Bioinformatics;2016
435670374;Neurocomputing;2015
435774925;Engineering Applications of Artificial Intelligence;2015
435955013;Computing;1984
436087578;Robotics and Autonomous Systems;2015
436146918;Computing;1984
436182755;Journal of Discrete Algorithms;2015
436360902;Computing;1981
436750829;Journal of Combinatorial Optimization;2016
436841052;Knowledge Based Systems;2015
436968845;Computer Physics Communications;2015
437008589;The Visual Computer;2016
437014784;Quantum Information & Computation;2007
437509665;International Journal of Distributed Systems and Technologies;2015
437895562;Computerized Medical Imaging and Graphics;2015
437913477;Applied Soft Computing;2015
438055023;Computing;1989
438119334;Computer-Aided Engineering;2005
438224876;Computing;1983
438274752;Expert Systems With Applications;2015
438364175;Journal of Computer-aided Molecular Design;2015
438620789;Computing;1989
438737996;Pattern Recognition Letters;2015
438789541;Microprocessors and Microsystems;2015
438971285;Computing;1981
438998840;Computing;1994
440549459;Iet Communications;2012
423830787;The annual research report;1998
560159823;Information Sciences;2015
560241733;Scientometrics;2015
560378481;Integration;2016
560384006;Journal of Cryptographic Engineering;2015
560481890;Procedia Computer Science;2015
560557252;Applied Soft Computing;2015
560592471;Central European Journal of Operations Research;2016
560601835;Procedia Computer Science;2015
560631730;Information Systems Frontiers;2016
560799365;Theoretical Computer Science;2015
560810621;PLOS Computational Biology;2015
560853483;Praxis Der Wirtschaftsinformatik;2015
560871064;Government Information Quarterly;2015
560885609;Journal of Intelligent and Robotic Systems;2016
560909718;Computers in Human Behavior;2015
560911797;Systems & Control Letters;2015
561088580;Computers and Electronics in Agriculture;2015
561113958;Designs, Codes and Cryptography;2015
561180520;Expert Systems With Applications;2015
561240313;Microprocessors and Microsystems;2015
561260002;Management Science;2019
561402864;Neurocomputing;2015
561425604;Proceedings of SPIE;2015
561445818;Quantum Information & Computation;2015
561452522;Information Processing Letters;2015
561477130;Applied Mathematics and Computation;2015
561483193;Graphical Models /graphical Models and Image Processing /computer Vision, Graphics, and Image Processing;2015
561605535;Computers & Industrial Engineering;2015
561638778;Computers in Human Behavior;2015
561673626;Journal of Intelligent Manufacturing;2018
561687969;IEEE Transactions on Systems, Man, and Cybernetics;2016
561818101;Annals of Operations Research;2017
561848073;Computers and Electronics in Agriculture;2015
561877366;Graphical Models /graphical Models and Image Processing /computer Vision, Graphics, and Image Processing;2015
561882003;Theoretical Computer Science;2015
561928686;Journal of Advances in Information Fusion;2011
561938405;Systems & Control Letters;2015
562006349;Journal of Computer-aided Molecular Design;2015
562007144;Computers & Chemical Engineering;2015
562108987;Information Systems Frontiers;2015
562229433;International Journal of Mobile Human Computer Interaction;2015
562286092;IEEE Journal of Selected Topics in Signal Processing;2017
562290793;Discrete Mathematics;2015
562301151;Procedia Computer Science;2015
562334054;Journal of Multivariate Analysis;2015
562399868;Synthese;2017
562502151;Earth Science Informatics;2015
562506424;Fuzzy Sets and Systems;2016
562585266;Procedia Computer Science;2015
562588182;Expert Systems With Applications;2015
562600123;Applied Mathematics and Computation;2015
562603802;Designs, Codes and Cryptography;2016
562670140;Knowledge Based Systems;2015
562678166;Electronic Notes in Theoretical Computer Science;2015
562754412;PLOS Computational Biology;2015
562757484;Computers and Electronics in Agriculture;2015
562761389;Journal of Combinatorial Optimization;2016
562770732;Entertainment Computing;2015
562773139;Siam Journal on Control and Optimization;2015
562843079;Mobile Networks and Applications;2015
562862548;International Journal of Information Systems in The Service Sector;2015
562882117;NeuroImage;2015
562892892;Annals of Pure and Applied Logic;2015
562908206;Journal of Network and Computer Applications;2015
562997672;Information Processing Letters;2015
563075919;NeuroImage;2015
563197666;Information Processing and Management;2015
563295814;IEEE Journal of Biomedical and Health Informatics;2016
563326480;Neural Processing Letters;2016
563428900;Environmental Modelling and Software;2015
563532461;Quantum Information Processing;2015
563587059;Advanced Data Analysis and Classification;2015
563658285;International Journal of Computational Intelligence Systems;2015
563768557;Procedia Computer Science;2015
563852649;Neural Processing Letters;2016
563910258;Theoretical Computer Science;2015
563947499;Information Technology & Management;2016
564010202;Integration;2015
564058385;Journal of Informetrics;2015
564195451;Computers & Graphics;2015
564371759;Journal of Visual Communication and Image Representation;2015
564413792;Graphs and Combinatorics;2002
564420520;Electronic Commerce Research and Applications;2015
564469058;Applied Soft Computing;2015
564502725;Electronic Journal of Combinatorics;2015
564504808;Computers & Geosciences;2015
564540740;Applied Mathematics and Computation;2016
564547950;Procedia Computer Science;2015
564565420;Procedia Computer Science;2015
564708358;Procedia Computer Science;2015
564766431;Biomedical Signal Processing and Control;2015
564834191;Computers & Graphics;2015
564917092;Advances in Engineering Software;2015
564959112;Personal and Ubiquitous Computing;2015
564981950;PLOS Computational Biology;2015
565017226;Advanced Engineering Informatics;2015
565125674;Signal Processing;2015
565130864;International Journal of Distance Education Technologies;2015
565160503;Procedia Computer Science;2015
565161688;Journal of Systems and Software;2015
565267543;IEEE Communications Magazine;2015
565292247;Journal of Network and Computer Applications;2016
565356442;Pattern Recognition Letters;2015
565425800;European Journal of Combinatorics;2016
565454175;Journal of Automated Reasoning;2015
565495112;Journal of Computer and System Sciences;2016
565605846;Statistical Methods and Applications;2015
565631165;NeuroImage;2015
565632004;Engineering Applications of Artificial Intelligence;2015
565696583;International Journal of Human Capital and Information Technology Professionals;2015
565708343;Nano Communication Networks;2015
565780523;Fundamenta Informaticae;2015
565784466;International Journal of Approximate Reasoning;2015
565810356;Procedia Computer Science;2015
565836115;Journal of Software: Evolution and Process;2015
565853085;Science in China Series F: Information Sciences;2015
565876952;European Journal of Operational Research;2015
565892970;The Journal of Supercomputing;2015
566020015;Digital Signal Processing;2015
566063577;Computer Communications;2015
566213820;Computers in Human Behavior;2015
566254505;Journal of Informetrics;2015
566255863;Computer Vision and Image Understanding;2015
566279577;Games and Economic Behavior;2016
566495946;Annals of Operations Research;2017
566632794;Scientometrics;2015
566653638;Cognitive Computation;2016
566797584;Neural Networks;2015
566809444;Computational Optimization and Applications;2016
566841155;European Journal of Operational Research;2015
566906973;Peer-to-peer Networking and Applications;2016
567029397;Applied Mathematics and Computation;2015
567105040;Circuits Systems and Signal Processing;2016
567145903;Numerical Algorithms;2016
567165448;Applied Mathematics and Computation;2015
567195202;Computers, Environment and Urban Systems;2015
567248733;Synthese;2016
567267498;Computers in Human Behavior;2015
567294513;Reliability Engineering & System Safety;2015
567294561;Journal of Computer and System Sciences;2015
567452256;Applied Mathematics and Computation;2015
567455705;Knowledge and Information Systems;2016
567465641;Iet Signal Processing;2015
567470582;Applied Mathematics and Computation;2015
567495807;Computers in Human Behavior;2015
567618535;Fuzzy Sets and Systems;2015
567666615;Science in China Series F: Information Sciences;2015
567683149;Multimedia Tools and Applications;2016
567683665;Information Sciences;2015
567800591;Information Resources Management Journal;2015
567872625;Informing Science The International Journal of an Emerging Transdiscipline;2013
567899822;Journal of Intelligent Manufacturing;2018
567902463;Wireless Networks;2016
568013147;Reliability Engineering & System Safety;2015
568104932;Social Networks;2015
568369828;European Journal of Operational Research;2016
568393428;Discrete Mathematics;2015
568396791;Iet Image Processing;2015
568495233;Quantum Information Processing;2015
568587321;International Journal of Information Systems and Supply Chain Management;2015
568766942;IFAC Proceedings Volumes;2002
568818635;Microelectronics Journal;2015
568826678;Social Choice and Welfare;2019
568891396;Systems & Control Letters;2015
568965991;Digital Signal Processing;2015
569035363;Neurocomputing;2015
569061701;Telematics and Informatics;2015
569311967;Procedia Computer Science;2015
569330034;Annals of Operations Research;2016
569491316;Applied Mathematics and Computation;2015
569517619;Computers & Operations Research;2015
569576725;Procedia Computer Science;2015
569792995;Engineering Applications of Artificial Intelligence;2016
569858029;PeerJ;2015
569858270;Multimedia Tools and Applications;2016
569863402;Scientometrics;2015
569942085;Multimedia Tools and Applications;2016
570009404;Education and Information Technologies;2015
570104710;Personal and Ubiquitous Computing;2015
570127206;NeuroImage;2016
570189632;Information Technology & Management;2015
570207095;Statistical Methods and Applications;2015
570269601;Applied Mathematics and Computation;2015
570309426;New Media & Society;2016
570339359;Theoretical Computer Science;2015
570388899;Signal Processing-image Communication;2015
570513229;Government Information Quarterly;2015
570549467;Journal of Computational Physics;2015
570564009;Procedia Computer Science;2015
570620108;Journal of Cognitive Neuroscience;2015
570633738;Computer-Aided Engineering;2003
570633804;International Journal of Information Management;2015
570692371;Pattern Recognition Letters;2015
570810686;Government Information Quarterly;2015
570861193;Neurocomputing;2015
570991243;Microprocessors and Microsystems;2015
571052553;Knowledge Based Systems;2015
571101463;Reliability Engineering & System Safety;2015
571300759;Natural Computing;2016
571333398;Mathematics in Computer Science;2015
571403959;Universal Access in The Information Society;2016
571507251;Mathematical Social Sciences;2015
571512295;Theoretical Computer Science;2015
571605588;Applied Mathematics and Computation;2015
571661168;Communications of The Ais;2002
571784736;Applied Mathematics and Computation;2015
571818863;Neurocomputing;2015
571866311;Applied Mathematics and Computation;2015
571960783;Journal of The London Mathematical Society-second Series;2016
571983654;Minds and Machines;2016
571989434;Microelectronics Reliability;2015
572039631;Pattern Recognition Letters;2015
572070668;Neurocomputing;2015
572261998;Circuits Systems and Signal Processing;2016
572355794;IEEE Transactions on Pattern Analysis and Machine Intelligence;2018
572477428;International Journal of Mobile Computing and Multimedia Communications;2014
572583774;Information Processing and Management;2015
572596312;Wireless Networks;2016
572656582;Journal of Intelligent Manufacturing;2018
572662411;Business Process Management Journal;2016
572764454;Universal Access in The Information Society;2016
572776673;Computers & Graphics;2015
572785986;The Visual Computer;2016
572829842;Neurocomputing;2015
572909099;Knowledge Based Systems;2015
572972466;Applied Mathematics and Computation;2015
573015310;Neurocomputing;2015
573097368;Queueing Systems;2015
573138702;Electronic Colloquium on Computational Complexity;2012
573144987;Computers & Chemical Engineering;2015
573205332;Engineering Applications of Artificial Intelligence;2015
573214951;Computers in Industry;2015
573246709;Information Sciences;2015
573249552;IEEE Journal on Emerging and Selected Topics in Circuits and Systems;2015
573265490;Electronic Notes in Theoretical Computer Science;2015
573287159;Integration;2016
573323057;Procedia Computer Science;2015
573450603;American Mathematical Monthly;2011
573462555;Journal of Integrated Design & Process Science archive;2010
573545190;Journal of Network and Computer Applications;2016
573649482;Mathematical Programming;1981
573698888;Signal Processing-image Communication;2015
573807479;European Journal of Combinatorics;2016
573828340;Wireless Networks;2016
574280334;Science and Engineering Ethics;2016
574313189;Cognition, Technology & Work;2016
574334157;Applied Mathematics Letters;2015
574376084;NeuroImage;2015
574505275;Pattern Recognition Letters;2015
574559408;Procedia Computer Science;2015
574654401;Journal of Optimization Theory and Applications;2016
574693243;Procedia Computer Science;2015
574700202;Journal of Intelligent and Fuzzy Systems;2014
574722083;Science and Engineering Ethics;2016
574833257;Journal of Medical Systems;2015
574865800;International Journal on It/business Alignment and Governance;2015
574900623;Journal of Network and Computer Applications;2015
575105651;Microelectronics Journal;2015
575194901;Ars Combinatoria;2010
575380818;Science of Computer Programming;2015
575438535;Journal of Network and Computer Applications;2015
575469000;Neurocomputing;2015
575485810;BioSystems;2015
575489580;Machine Learning;2015
575503930;Neural Computing and Applications;2016
575644040;Journal of Global Optimization;2017
575684422;ACM Transactions on Graphics;2015
575746279;European Journal of Combinatorics;2016
575775164;Procedia Computer Science;2015
575837531;Discrete Applied Mathematics;2015
575847245;Journal of Computer-aided Molecular Design;2015
575850752;Theoretical Computer Science;2015
575879543;Social Networks;2015
575909724;Procedia Computer Science;2015
576042367;International Journal of Digital Literacy and Digital Competence;2015
576101289;Applied Mathematics and Computation;2015
576187747;Procedia Computer Science;2015
576273477;Theory of Computing;2013
576410320;Advanced Data Analysis and Classification;2017
576435926;Information & Software Technology;2015
576454838;Applied Mathematics and Computation;2015
576650938;Procedia Computer Science;2015
576749315;Computers in Human Behavior;2015
576750480;European Journal of Operational Research;2018
576796029;Advances in intelligent systems and computing;2015
576855338;Journal of Graph Theory;2017
576858340;Journal of Scheduling;2016
576923487;Inteligencia Artificial,revista Iberoamericana De Inteligencia Artificial;2014
576968877;European Journal of Operational Research;2015
576971331;Discrete and Computational Geometry;2015
577068587;Education and Information Technologies;2016
577101549;Information Sciences;2015
577171213;Procedia Computer Science;2015
577268291;Multimedia Tools and Applications;2016
577274971;Statistics and Computing;2015
577364896;Discrete Mathematics;2015
577421504;Neurocomputing;2015
577472558;Scientometrics;2015
577582703;Computer Networks;2015
577694145;Computers & Mathematics With Applications;2015
577841036;Journal of The Franklin Institute-engineering and Applied Mathematics;2015
577846486;Information Sciences;2015
577942290;Journal of Advanced Computational Intelligence and Intelligent Informatics;2011
578044013;Systems & Control Letters;2015
578156704;International Journal of Accounting Information Systems;2015
578176672;Synthese;2016
578326175;Fuzzy Sets and Systems;2016
578461542;Discrete Applied Mathematics;2015
578466430;Journal of Medical Systems;2015
578528221;Computers & Geosciences;2015
578546646;Multimedia Tools and Applications;2016
578547746;Computer Standards & Interfaces;2015
578674925;Theoretical Computer Science;2015
578679579;Procedia Computer Science;2015
578701171;Journal of Parallel and Distributed Computing;2015
578720487;Theoretical Computer Science;2015
578731032;NeuroImage;2015
578732210;Advances in Engineering Software;2015
578738084;Communications in Statistics - Simulation and Computation;2016
578745989;Applied Mathematics and Computation;2015
578771205;Simulation Modelling Practice and Theory;2015
578809909;Theoretical Computer Science;2015
578906988;Future Generation Computer Systems;2016
578960916;NeuroImage;2016
579169482;Computational Optimization and Applications;2016
579271010;Iet Computer Vision;2015
579331955;Applied Soft Computing;2015
579355433;Fuzzy Sets and Systems;2016
579360803;Peer-to-peer Networking and Applications;2016
579410831;The Journal of Supercomputing;2015
579624807;Synthese;2016
579715793;Pattern Recognition;2015
579850432;International Journal of Digital Literacy and Digital Competence;2015
579853240;European Journal of Operational Research;2016
579984701;Procedia Computer Science;2015
580043730;International Journal of Distance Education Technologies;2015
580045983;Applied Mathematics Letters;2015
580109248;Knowledge Based Systems;2015
580123053;Knowledge Based Systems;2015
580138839;Neurocomputing;2015
