paper_id;title;year
46248737;Assignment of swimmers to events in a multi-team meeting for team global performance optimization;2018
46258725;Enhancing Social Presence in Augmented Reality-Based Telecommunication System;2013
46272316;On the evaluation of multivariate polynomials over finite fields;2013
46273274;Robust active contour segmentation with an efficient global optimizer;2011
46292265;Computational Complexity of the Krausz Dimension of Graphs;1997
46316429;A Scalable Spam Filtering Architecture;2013
46331890;Global Registration of Ultrasound to MRI Using the LC2 Metric for Enabling Neurosurgical Guidance;2013
46355388;Two spurious varieties of compositionality;1996
46356605;Vision-Aided Inertial Navigation for Precise Planetary Landing: Analysis and Experiments;2007
46368677;Graph decomposition and descriptional complexity of soliton automata;2007
46383347;Improving the landcover classification using domain knowledge;2001
46406651;Elementary Properties of Cycle-free Partial Orders and their Automorphism Groups;2001
46433096;The RoleX Environment for Multi-agent Cooperation;2004
46440479;Optimal linear phase FIR filter design using particle swarm optimization with constriction factor and inertia weight approach with wavelet mutation;2014
46460532;Webifying the computerized execution of Clinical Practice Guidelines;2014
46464644;A real experiment in virtual environments: A virtual batting cage;1993
46479022;Automatic Nuchal Translucency Measurement from Ultrasonography;2013
46479602;State-of-the-Art des State-of-the-Art;2006
46492553;Relating feature models to other models of a software product line: a comparative study of featuremapper and VML;2010
46500007;Modeling Multimodal Expression of User's Affective Subjective Experience;2002
46507908;4D MAP Image Reconstruction Incorporating Organ Motion;2009
46557918;An energy-adaptive multiple paths routing approach for wireless sensor networks;2012
46558945;Testing with Software Designs;2008
46610323;Synthesis of Constrained nR Planar Robots to Reach Five Task Positions;2007
46610460;A New Sensor Technology for 2D Ultrasound-Guided Needle Tracking;2014
46623209;How to advance TPC benchmarks with dependability aspects;2010
46718429;Extracting brain regions from rest fMRI with total-variation constrained dictionary learning.;2013
46721500;Empirical Evaluation and Review of a Metrics-Based Approach for Use Case Verification*;2004
46727209;Behavior Modeling and Reasoning for Ambient Support: HCM-L Modeler;2014
46728371;Appropriate and inappropriate legal protection of user interfaces and screen displays. 3. Copyright law, the courts, and the copyright office;1989
46734560;ROBUST H∞ STATIC OUTPUT FEEDBACK CONTROL OF FUZZY SYSTEMS: AN ILMI APPROACH;2005
46745836;Cyclic Polling-Based Dynamic Bandwidth Allocation for Differentiated Classes of Service in Ethernet Passive Optical Networks;2004
46755042;Timed Chi: Modeling, Simulation and Verification of Hardware Systems;2010
46756652;Charity Begins at the Homepage: Providing Access to the Web for People with Disabilities;2004
46759842;A polylogarithmic PRG for degree 2 threshold functions in the gaussian setting;2015
46774698;Nullstellenbestimmung mit der Intervallrechnung;1971
46814297;A Posteriori Error Estimators for Elliptic Equations with Discontinuous Coefficients;2002
46835070;Learning search pattern for construction procurement using keyword net;2005
46863213;A Tightly Integrated Modelling and Optimisation Library: A New Framework for Rapid Algorithm Development ∗;2001
46933459;Strategy learning for autonomous agents in smart grid markets;2011
46939464;Authorized Keyword Search on Encrypted Data;2014
46948378;Intensive Data Management in Parallel Systems: A Survey;1999
46980274;Novices' progress in introductory programming courses;2007
47042431;Multispectral Image Compression, Intelligent Analysis, and Hierarchical Search in Image Databases;2012
47045225;Turtle's navigation and manipulation of geometrical figures constructed by variable processes in a 3d simulated space;2007
47047992;Examples concerning efficient strategies for Gaussian elimination;1971
47061942;Ein Verfahren zur Behandlung von Ausgleichsaufgaben mit Intervallkoeffizienten;1976
47079112;Usability-driven pruning of large ontologies: the case of SNOMED CT;2012
47139074;Enhancing Flexible Querying Using Criterion Trees;2013
47195181;A Multi-Attribute Decision Making Model Based on Distance from Decision Maker's Preferences;2013
47212616;Analysis of Petri Net Models through Stochastic Differential Equations;2014
47212951;Development of a Smart Grid Simulation Environment;2015
47213494;A Theory for Abstract Reduction Systems in PVS;2008
47262920;Simple Metrics for Improving Software Process Performance and Capability: A Case Study;2003
47332856;Deterministic trust management in pervasive computing;2009
47342437;Automated Model Synchronization: A Case Study on UML with Maude;2011
47350520;Binary Strings without Odd Runs of Zeros;2005
47365510;Fiber connectivity integrated brain activation detection;2013
47378295;Hierarchical manifold learning;2012
47403462;The Intrinsic Dimensionality of Attractiveness: A Study in Face Profiles;2012
47442847;Wavelet-based printed circuit board inspection algorithm;2005
47459557;Composing Optimal Invalidation Reports for Mobile Databases;2005
47464519;Garbled Circuits via Structured Encryption;2013
47469236;Connectedness in L -fuzzy topological spaces;2000
47535659;Design of 2-D FIR Filters by a Feedback Neural Network;1999
47537243;A framework to deal with interference in connectionist systems;2000
47554466;Automated Test Oracles: State of the Art, Taxonomies, and Trends;2014
47559851;Ensembles as a sequence of classifiers;1997
47565262;Minimizing Joint Risk of Mislabeling for Iterative Patch-Based Label Fusion;2013
47566850;On Final Coalgebras of Power-Set Functors and Saturated Trees: To George Janelidze on the Occasion of His Sixtieth Birthday;2015
47593761;Berechnung von L-Splines zu Operatoren zweiter Ordnung mit konstanten Koeffizienten;1975
47614929;Finding maximal orders in semisimple algebras over Q;1993
47624896;Collaborative development and maintenance of health terminologies.;2013
47629461;Clique detection for nondirected graphs: Two new algorithms;1979
47636343;The Normalized Freebase Distance;2014
47677873;Using Multiparametric Data with Missing Features for Learning Patterns of Pathology;2012
47697675;Using Semantic Anchoring to Verify Behavior Preservation in Graph Transformations;2006
47708362;Portable Brain-Heart Monitoring System;2010
47713456;The Relativity Of Color;2000
47747670;Modelling and optimization of grinding processes;1998
47766256;Query expansion of zero-hit subject searches: using a thesaurus in conjunction with NLP techniques;2012
47771175;A complexity approach for identifying aesthetic composite landscapes;2014
47807761;Maxwell's Equations in a Perturbed Periodic Structure;2002
47868186;Formal methods: Importance, experience, and comparative analysis;2005
47877866;From Design Validation to Hardware Testing: A Unified Approach;1999
47961628;Dynamic aspect-oriented programming in java: the hotwave experience;2012
47963539;The importance of the past in interval temporal logics: the case of propositional neighborhood logic;2012
47981855;Integration von Energiemarkt und Verteilnetzbetrieb durch einen Flexibility Operator;2014
47986045;Computer vision-based augmented reality for guiding manual assembly;1997
47986056;A Logic for Context-Aware Non-monotonic Reasoning Agents;2014
48035223;Destination Driven Motion Planning via Obstacle Motion Prediction and Multi-State Path Repair;2003
48069859;Searching for quality microblog posts: filtering and ranking based on content analysis and implicit links;2012
48085150;Framework for Synthesizing Semantic-Level Indices;2003
48108572;d-orthogonality of discrete q-Hermite type polynomials;2013
48113744;Bibliographic Snapshots of High-Performance/High-Productivity Computing;2008
48118135;Design of a Core Switch for an Optical Transparent Packet Network;2000
48125276;Filtrage automatique de courriels Une approche adaptative et multiniveau;2005
48128203;Modeling the Random Parameters Effects in a Non-Split Model of Gate Oxide Short;2003
48204405;Groups and semigroups defined by some classes of Mealy automata;2007
48209436;Dynamic interface reconfiguration based on different ontological relations;2011
48209842;An Alternative Approach to the Median of a Random Interval Using an L 2 Metric;2013
48216033;Making Full Use of Chinese Speech Corpora;2004
48236978;Tagged Template Deformation;2014
48242223;Image Content Detection Method Using Correlation Coefficient between Pixel Value Histograms;2011
48265284;Non-determinism, non-termination and the strong normalization of System T;2013
48291103;Including Functional Usability Features in a Model-Driven Development Method;2013
48344332;Multi-domain architecture for policy management inumts ip multimedia subsystem;2004
48346415;Primal Infon Logic with Conjunctions as Sets;2014
48402136;Batterietechnik und -management im Elektrofahrzeug;2011
48462588;A note on King's method F for finding a bracketed root;1982
48494685;Towards a holistic tool for the selection and validation of usability method sets supporting human-centered design;2013
48515572;Extracting, Identifying and Visualisation of the Content, Users and Authors in Software Projects;2013
48522347;Collection and sharing of information on patient safety education and training in Europe.;2009
48547619;Remarks on Propagating Partition-Limited ETOL Systems.;1996
48549319;A Simulation Enabled Procedure for Eco-efficiency Optimization in Production Systems;2013
48584418;When Shadows Become Interreflections;1999
48640290;A cluster computer performance predictor for memory scheduling;2011
48680663;Some new aspects of word-length controlled DT0L systems;2005
48694090;Nonlinear prediction based on independent component analysis mixture modelling;2011
48695148;Future power markets;2007
48715220;A boosting cascade for automated detection of prostate cancer from digitized histology;2006
48739489;Learning regular tree languages from correction and equivalence queries;2007
48757359;Classification Mechanism for IoT Devices towards Creating a Security Framework;2015
48799737;Face-based illuminant estimation;2012
48813367;An approach to integrating intelligentdiagnostics and supervision of machine tools;1998
48819758;Object-oriented process development in the M*-OBJECT methodology;2000
48842552;Game Theoretical Model for Adaptive Intrusion Detection System;2014
48860158;Creating a Gold Standard for the Readability Measurement of Health Texts;2008
48913634;Numerical algorithm for singularly perturbed delay differential equations with layer and oscillatory behavior;2011
49011146;A case-based reasoning approach for automating disassembly process planning;2002
49034894;The range of values of a complex polynomial over a complex interval;1979
49074898;Virtual exhibitions on the web: from a 2d map to the virtual world;2013
49102261;RSA hybrid encryption schemes.;2001
49111299;Location-aware, Trust-based Detection and Isolation of Compromised Nodes in Wireless Sensor Networks;2011
49155504;Sparse Bayesian Registration;2014
49161573;Robuste multikriterielle Dienstkomposition in Informationssystemen;2014
49164550;Efficient Comb Elliptic Curve Multiplication Methods Resistant to Power Analysis.;2005
49215339;Kernel-Splitting Technique for Enclosing the Solution of Fredholm Equations of the First Kind;2002
49242494;A task ordering approach for automatic trust establishment;2012
49290057;"A Data-Driven Approach for Extracting ""the Most Specific Term"" for Ontology Development";2003
49297440;A rough set exploration of facial similarity judgements;2011
49320045;On the convergence of the Weiszfeld algorithm;2002
49336579;Approximation of surfaces by fairness bicubic splines;2004
49365848;Defect Effect of Bi-infinite Words in the Two-element Case;2001
49367632;An Approach to Reversible Logic Synthesis Using Input and Output Permutations;2014
49373311;Adding physical like reaction effects to skeleton-based animations using controllable pendulums;2011
49472775;On certain computable tests and componentwise error bounds;1993
49482834;Probabilistic Bandwidth Assignment in Wireless Sensor Networks;2012
49489932;Diagnostic Test Generation for Statistical Bug Localization Using Evolutionary Computation;2014
49496018;Enforcing network-wide policies in the presence of dynamic middlebox actions using flowtags;2014
49496870;Generating Pseudo-ground Truth for Predicting New Concepts in Social Streams;2014
49514851;Nichesourcing: harnessing the power of crowds of experts;2012
49524758;Extraction of Specific Nursing Terms Using Corpora Comparison;2005
49582473;A Smart M2M Deployment to Control the Agriculture Irrigation;2014
49586746;Developing applications with aspect-oriented change realization;2008
49604935;An Integrated Transport System for Alacant's Students. UNIVERCITY;2002
49643808;Finding a wise group of experts in social networks;2011
49646366;Object Proposal Generation Using Two-Stage Cascade SVMs;2016
49707027;Deconstructing the Frankenpredictor for Implementable Branch Predictors.;2005
49742440;Estimating the traffic distribution matrix of a packet-switched network using aggregate traffic measurements;2003
49792970;On the number of automorphisms of non-cyclic automata;1975
49797569;Complexity of computing generalized VC-dimensions;1994
49816649;On the solution of the linear least squares problems and pseudo-inverses;1974
49893124;Is Advance Selling Desirable with Competition;2017
49909857;Discrete event simulation of Maglev transport considering traffic waves;2014
49922133;The BINCOA framework for binary code analysis;2011
49930306;A Globally Convergent Sequential Quadratic Programming Algorithm for Mathematical Programs with Linear Complementarity Constraints;1998
49933673;Numerical Solutions of a Nonlinear Evolution System with Small Dissipation on Parallel Processors;1998
49934205;The KnowledgeMap project: development of a concept-based medical school curriculum database.;2003
49935700;Playing Through: the Future of Alternative and Critical Game Projects;2005
49943323;Dominant Component Analysis of Electrophysiological Connectivity Networks;2012
49974034;SecLA-Based Negotiation and Brokering of Cloud Resources;2014
49977209;On turbo encodedBicm;1999
49983281;Persistent bounded disturbance rejection for impulsive systems with parametric uncertainties: an LMI approach;2007
49984236;Proximity and Motion Planning on ℓ1-Rigid Planar Periodic Graphs;2013
49984968;A Framework for the Capacity Evaluation of Multihop Wireless Networks;2010
50007765;Performance of Connectionless Data Service in High Density Microcell;1997
50033237;Numerical Properties of Fuzzy Regions: Surface Area;2007
50057023;Automated, Non-Invasive Characterization of Stem Cell-Derived Cardiomyocytes from Phase-Contrast Microscopy;2014
50090763;Selecting Near-Optimal Approximate State Representations in Reinforcement Learning;2014
50120904;Discrete Tomography Reconstruction Algorithms for Images with a Blocking Component;2014
50133558;Integration von Informationssystemen;2003
50170661;Case Studies in Tele-Education: Research and Projects.;2005
50238076;Applying Allen's Constraint Propagation Algorithm For Non-linear Time;1996
50251786;Recognition of Short-Time Specific Random Elements in Random Sequences;2011
50257190;The game L(d,1)-labeling problem of graphs;2012
50270175;A hospital facility layout problem finally solved;2001
50332320;Cooperative dynamic scheduling of virtual machines in distributed systems;2011
50363677;An expert system for processing sequence homology data.;1994
50370068;A generalization of girod's bidirectional decoding method to codes with a finite deciphering delay;2012
50381919;MAC and Interworking Layers for an ATM Wireless System;1999
50392334;Dynamic Weighted Fusion of Adaptive Classifier Ensembles Based on Changing Data Streams;2014
50436424;Towards conversational agents that attend to and adapt to communicative user feedback;2011
50449067;Real-Time Visual Ground-Truth System for Indoor Robotic Applications;2013
50483400;Integration of Local and Global Features for Anatomical Object Detection in Ultrasound;2012
50503297;Finite element method for domains with corners;1970
50514052;Cryptanalysis of an Elliptic Curve-based Signcryption Scheme;2010
50527891;Performance Analysis of Matched and Partially Matched One-Shot Detectors for Doubly-Selective Rayleigh Fading Channels;2001
50549667;The Complexity Boundary of Answer Set Programming with Generalized Atoms under the FLP Semantics;2013
50569743;Numerical Representations of Interval Orders;2001
50596439;Performance- and value-oriented decision support for supply chain configuration;2014
50602450;NJU-Parser: Achievements on Semantic Dependency Parsing;2012
50626346;A Novel Algorithm for Heart Motion Analysis Based on Geometric Constraints;2008
50630933;A complete characterization of a family of key exchange protocols;2002
50632083;An economical method for random number generation and a normal generator;1981
50663144;Novel Features for Off-line Signature Verification;2006
50666839;ID-Based Structured Mulitsignature Schemes;2001
50669162;Enhancing Keyword Search in Relational Databases Using Nearly Duplicate Records;2010
50709839;On Quasi-Products of Tree Automata.;2002
50744903;Two exact algorithms for the capacitated p-median problem.;2003
50758212;An artifact-centric view-based approach to modeling inter-organizational business processes;2011
50788785;Agile Development in Automotive Software Development: Challenges and Opportunities;2014
50797534;Rawdata-Based detection of the optimal reconstruction phase in ECG-Gated cardiac image reconstruction;2006
50830506;Computation by Self-assembly of DNA Graphs;2003
50831409;INCOME : multi-scale context management for the internet of things;2012
50847809;L(2,1)-labeling for brick product graphs;2014
50897738;Diamond park and spline: Social virtual reality with 3d animation, spoken interaction, and runtime extendability;1997
50968780;A Comparison of Incremental Triple Graph Grammar Tools;2014
50969306;Randomness and the ergodic decomposition;2011
50993356;Making progress in cooperative transaction models;1991
50998170;A Simple and Provably Good Code for SHA Message Expansion.;2005
51080810;SPSA-based adaptive control: accuracy of estimates;2007
51093650;Real World Performance of Approximate String Comparators for use in Patient Matching;2004
51116225;Randomized strategies and prospect theory in a dynamic context;2017
51136210;Towards correspondence patterns for ontology mediation;2007
51139199;Asymmetry as a Measure of Visual Saliency;2013
51140385;Specification of highly parallel and distributed resource management;1980
51169306;Fuzzy Temporal Constraint Networks for Clinical Information;2008
51188877;Can Contracts Signal Social Norms? Experimental Evidence;2017
51228838;Comparison of Topologies in Peer-to-Peer Data Sharing Networks;2010
51235492;Computing as Engineering;2009
51266652;The Hows and Whys of Information Markets;2011
51274325;HPRD: a high performance RDF database;2007
51323104;A systolic array algorithm for the algebraic path problem (shortest paths;
51406410;Understanding Application Contentiousness and Sensitivity on Modern Multicores;2013
51418422;Contracts for cooperation between web service programmers and html designers;2006
51438938;On the stability of a partially accessible multi-station queue with state-dependent routing;1998
51439770;Graphs with Large Variance.;2000
51462631;Using satellite remote sensing to survey transport-related urban sustainability: Part II. Results of a Canadian urban assessment;2007
51469642;AptaCluster --- A Method to Cluster HT-SELEX Aptamer Pools and Lessons from Its Application;2014
51471258;BMAT -- A Binary Matching Tool for Stale Profile Propagation;2000
51495687;Somatic mutation signatures of cancer.;2008
51536574;Artificial Intelligence + Distributed Systems = Agents;2009
51549503;Linear Discrepancy and Bandwidth;2001
51566467;Semi-automatic Knowledge Acquisition through CODA;2014
51568874;Adaptive multi-modal particle filtering for probabilistic white matter tractography;2013
51574353;Fusion of multiple visual cues for visual saliency extraction from wearable camera settings with strong motion;2012
51612467;Control Flow Obfuscation Using Neural Network to Fight Concolic Testing;2014
51627552;Optic disc and cup segmentation from color fundus photograph using graph cut with priors.;2013
51641951;Wiki-based conceptual modeling: an experience with the public administration;2011
51650568;Model checking for nominal calculi;2005
51696563;Duality in Fuzzy Linear Programming: Some New Concepts and Results;2005
51730292;Learning the structure of probabilistic logic programs;2011
51739293;Optimal initial approximations for the Newton-Raphson division algorithm;1994
51746108;DEVELOPMENT OF THREAT EVALUATION TOOL FOR DISTRIBUTED NETWORK ENVIRONMENT;2005
51752333;Towards an Interest Management Scheme for Peer-based Virtual Environments;2009
51796616;Expert systems in production planning and scheduling: A state-of-the-art survey;2002
51822324;Sparse mathematical morphology using non-negative matrix factorization;2011
51840963;Bridging MDA and OWL ontologies;2005
51847928;A multi-grid method for variational inequalities in contact problems;1993
51852839;Empirical Evaluation of Software Maintenance Technologies;1997
51855652;Utilizing Disease-Specific Organ Shape Components for Disease Discrimination: Application to Discrimination of Chronic Liver Disease from CT Data;2013
51861053;Graph Transformation Model of a Triangulated Network of Mobile Units;2008
51862466;Secure Outsourcing: An Investigation of the Fit between Clients and Providers;2013
51876359;Robust Feedback Switching Control: Dynamic Programming and Viscosity Solutions;2016
51887113;Right-Arm Robotic-Aided-Therapy with the Light-Exoskeleton: A General Overview;2010
51902622;Understanding Personal Web Usage in Organizations;2007
51907474;Perturbation analysis for the normalized Laplacian matrices in the multiway spectral clustering method;2014
51945926;Generic Search Plans for Matching Advanced Graph Patterns;2007
52005109;One-and-a-half-side boundary labeling;2011
52117258;Using a normative framework to explore the prototyping of wireless grids;2010
52117514;Motion compensated magnetic resonance reconstruction using inverse-consistent deformable registration: application to real-time cine imaging;2011
52171335;Personalized e-Learning Implementation - The GIS Case;2006
52210563;Non-local STAPLE: An Intensity-Driven Multi-atlas Rater Model;2012
52220850;Probabilistic ODF estimation from reduced HARDI data with sparse regularization;2011
52224625;Parallel implementation of bisection for the calculation of eigenvalues of tridiagonal symmetric matrices;1986
52228272;How do public librarians constitute information literacy;2019
52242975;Behrens-Fisher's distribution for selecting differentially expressed genes;2008
52265543;Labeling of Symbolic Prosody Breaks for the Slovenian Language;2003
52272743;Task Resource Allocation in Grid using Swift Scheduler;2009
52280735;Geometric Constructions in the Digital Plane;1999
52291113;Some consequences of current scientific treatments of consciousness and selfhood;1994
52316513;Possible techniques and issues in fall detection using asynchronous temporal- contrast sensors;2010
52323648;Scheduling unit-time tasks with integer release times and deadlines”;1993
52337421;Numerical representation of binary relations with a multiplicative error function;2002
52337983;Supporting the search for competitive advantage;1991
52356760;Post-Tarskian Truth;2001
52378426;Weighted grammars and automata with threshold interpretation;2003
52432483;Interactive Business Models to Deliver Product-Services to Global Markets;2013
52441815;Evaluating Possibilistic Valid-Time Queries;2012
52454379;Frames Associated with Measurable Spaces;2003
52476003;Knowledge on Demand: Knowledge and Expert Discovery;2002
52501955;Erotetic Logic And Explanation By Abnormic Hypotheses;1999
52550035;A case-based approach to open-ended collective agreement with rational ignorance;2011
52570652;A multi-task learning approach for compartmental model parameter estimation in DCE-CT sequences;2013
52634445;Agent-Based Framework Facilitating Component-Based Implementation of Distributed Computational Intelligence Systems;2013
52656517;Disturbance-Estimated Adaptive Backstepping Sliding Mode Control of a Pneumatic Muscles-Driven Ankle Rehabilitation Robot;2017
52662190;Color constancy using single colors;2012
52665920;A traffic partition algorithm for switched LANs and its performance analysis;1998
52675744;Prototype-based Domain Description;2008
52699560;Analysis of space-time flow structures by optimization and visualization methods;2013
52740415;Solution of quasilinear hyperbolic initial-boundary-value problems by the method of pseudolinear equations;1982
52759852;Nowhere 0 mod p dominating sets in multigraphs.;2004
52769613;Eliminating Cache-Based Timing Attacks with Instruction-Based Scheduling;2013
52777552;Recent advances in integrating OWL and rules (technical communication);2012
52800970;ON NONLINEAR EQUIVALENCE AND BACKSTEPPING OBSERVER;2001
52852940;Experiments on Reducing Footprint of Unit Selection TTS System;2013
52863396;Usage of Modern Exponential-Smoothing Models in Network Traffic Modelling;2013
52893583;Reliable Collision Detection for Time-Dependent Parametric Surfaces;1998
52897362;NP-Hard Classes of Linear Algebraic Systems with Uncertainties;1997
52898803;Modeling detection of HIV in cuba;2011
52899259;Distributed manufacturing execution systems: A workflow perspective;2002
52944341;The Axiom of Countable Choice and Pointfree Topology;2001
52951159;The effect of visual gender on abuse in conversation with ECAs;2012
52952690;Symbolic Approximation of the Bounded Reachability Probability in Large Markov Chains;2014
52961754;VEHICULAR MOBILE COMMERCE: APPLICATIONS, CHALLENGES, AND RESEARCH PROBLEMS;2005
52979881;Periodic Dirac Delta Distributions in the Boundary Element Method;2002
53081550;Adaptive multi-cluster fuzzy C-means segmentation of breast parenchymal tissue in digital mammography;2011
53088276;On QBF Proofs and Preprocessing;2013
53120806;Using Natural Language Processing to Improve Accuracy of Automated Notifiable Disease Reporting;2008
53122114;Compact Multiplicative Inverter for Hardware Elliptic Curve Cryptosystem;2012
53122509;Making RAMs Oblivious Requires Superlogarithmic Overhead.;2010
53146052;Web-Site Management: The Strudel Approach.;1998
53148863;A rapid method for magnetic tracker calibration using a magneto-optic hybrid tracker;2003
53149034;It don't mean a thing... Keeping the rhythm during polyrhythmic tension, activates language areas (BA47).;2006
53203696;A Pseudospectral Multi-Domain Method for the Incompressible Navier–Stokes Equations;2002
53208737;A posteriori error control for finite element approximations of elliptic eigenvalue problems;2001
53211572;Direct and iterative solvers for finite-element problems;1997
53225174;Re-visiting the Valuing and Pricing of Digital Geographic Information;2006
53236200;Automatic Scheduling for Parallel Forward Dynamics Computation of Open Kinematic Chains.;2007
53260619;Architekturkonzept zur Realisierung flexibel erweiterbarer Fachkomponenten.;1999
53267500;Towards Connected Filtering Based on Component-Graphs;2013
53309447;Metric-Based Symmetric Rank-One Updates;1997
53329096;Path Planning and Control of a Cooperative Three-Robot System Manipulating Large Objects;1998
53330189;Primal and Dual Stability Results for Variational Inequalities;2000
53365149;Remotely gauging upstream bufferbloat delays;2013
53393070;Dynamic simulation of a complex human figure model with low level behavior control;1996
53438069;More on Putnam and Tarski;2003
53438756;CHESS: ten years of research and development in consumer health informatics for broad populations, including the underserved.;2005
53440872;Engineering a new loop-free shortest paths routing algorithm;2012
53444143;Randomized group testing both query-optimal and minimal adaptive;2012
53479778;An adapted version of the Bentley-Ottmann algorithm for invariants of plane curves singularities;2011
53480340;Coloring edges and vertices of graphs without short or long cycles;2007
53489966;An institution for graph transformation;2010
53498806;Optimal-Neighborhood Statistics Rough Set Approach with Multiple Attributes and Criteria;2014
53602984;The Potential For Miscommunication Using E-Mail As A Source Of Communication;2000
53630002;Rademacher Complexities and Bounding the Excess Risk in Active Learning;2010
53653168;Multi-organ abdominal CT segmentation using hierarchically weighted subject-specific atlases;2012
53653851;MArCo: Building an Artificial Conflict Mediator to Support Group Planning Interactions;2003
53662373;A Learning Framework for Neural Networks Using Constrained Optimization Methods;2000
53740398;Alternate strategies for solving bottleneck assignment problems —analysis and computational results;1984
53742805;Another Look at Computability.;1996
53779339;Integrating Data for Business Process Management.;2009
53789721;Cluster spatial point process models for cosmological applications;2005
53790464;Linear and widely linear filtering applied to iterative detection of generalized MIMO signals;2005
53809769;PROFIL/BIAS—A fast interval library;1994
53832915;Activity recognition through goal-based segmentation;2005
53841409;Tractometer: online evaluation system for tractography;2012
53843677;Optimal and sub-optimal Loop Filter Responses for Continuous-Time ΔΣ Modulators;2002
53843897;On simulating subjective evaluation using combined objective metrics for validation of 3D tumor segmentation;2007
53892758;An Analysis of Edge Detection by Using the Jensen-Shannon Divergence;2000
53893678;Iterative low-complexity receiver for the UMTS downlink;2004
53940266;Representation of Relations by Partial Maps;2000
53942402;Linear Discrepancy and Weak Discrepancy of Partially Ordered Sets;2001
53946683;Presence and Mediated Spaces: a Review;2005
53972884;Information Extraction from Bibliography for Marker-Assisted Selection in Wheat;2014
54040206;Testing the Local Interconnect Resources of SRAM-Based FPGA's;2000
54052502;A Design and Planning Support System for Walkability and Pedestrian Accessibility;2013
54089079;Improved Boomerang Attacks on SM3;2013
54090939;CoRPORATE: cortical reconstruction by pruning outliers with Reeb analysis and topology-preserving evolution;2011
54093007;Agent Belief: Presentation, Propagation, and Optimization;1999
54124430;Dynamic Global Constraints in Backtracking Based Environments;2003
54151411;The Probit Choice Model under Sequential Search with an Application to Online Retailing;2017
54191419;Towards Automatic Plan Selection for Radiotherapy of Cervical Cancer by Fast Automatic Segmentation of Cone Beam CT Scans;2014
54197824;Pattern Classification Techniques for Early Lung Cancer Diagnosis using an Electronic Nose;2008
54204526;Generating Test Cases for Code Generators by Unfolding Graph Transformation Systems;2004
54243723;Vehicular communication ad hoc routing protocols: A survey;2014
54255577;CASSANDRA: An Online Failure Prediction Strategy for Dynamically Evolving Systems;2014
54258423;A Simple Finite Cone Covering Algorithm for Concave Minimization;2000
54322309;Effective statistical edge integration using a flux maximizing scheme for volumetric vascular segmentation in MRA;2007
54334645;A Shape Metric for Blum Ribbons;1999
54346216;Characterization of B-convergent Runge-Kutta methods for strictly dissipative initial value problems;1989
54366487;Structure Aware XML Object Identification.;2006
54368088;Ontology-Driven Processing and Management of Digital Rock Art Objects in IndianaMAS;2014
54369028;What is a Quotient Map with Respect to a Closure Operator;2001
54425657;Eine Sprache zur Formulierung spezieller Computer-gesteuerter Lehrprogramme;1971
54530901;Impact of radial and angular sampling on multiple shells acquisition in diffusion MRI;2011
54548619;Feature set decomposition for decision trees;2005
54565787;The machine knows what you are hiding: an automatic micro-expression recognition system;2011
54581908;Additive Distances and Quasi-Distances Between Words.;2002
54606526;The virtual environment for body-image modification vebim: Development and preliminary evaluation;1997
54622148;Hedging Under Generalized Good-Deal Bounds and Model Uncertainty;2017
54623235;Scalable Uncertainty-Tolerant Business Rules;2014
54627691;A genetic algorithm approach for the cutting stock problem;2003
54630777;Hamiltonian paths in the square of a tree;2011
54662970;The Role of Mathematics in Computer Science and Software Engineering Education;2005
54674953;Agent-Based modelling for understanding sustainability;2011
54681483;The HOL Logic Extended with Quantification over Type Variables;1992
54685831;Efficient Invariant Representations;1998
54721856;Information Integration and the Semantic Web.;2003
54730903;High-Order Graph Matching Based Feature Selection for Alzheimer’s Disease Identification;2013
54739280;Architecture of the open-source clinical research chart from Informatics for Integrating Biology and the Bedside.;2007
54819602;Probabilistic Dynamic Belief Logic for Image and Reputation;2008
54845401;Liver segmentation approach using graph cuts and iteratively estimated shape and intensity constrains;2012
54850077;A Method for Incorporating User Modelling;2006
54858240;GeoDrinking: how to extract value from an extended social wine drinking experience;2011
54944946;Best case lower bounds for heapsort;1993
54978120;Understanding critical factors in appearance-based gender categorization;2012
54998798;Parallel simulation of traffic in Geneva using cellular automata;2001
55029840;An application framework for dynamic distributed software architectures;2001
55062279;Smart control of spinal alignment through active adjustment of mechanical bed properties during sleep;2013
55103004;Advances in Behavior Modeling;2015
55125015;Algorithms on Elliptic Curves over Fields of Characteristic Two with Non-Adjacent Forms;2009
55138472;MAC Based Lightweight Protocols for Strong Authentication and Key Exchange.;2005
55141900;Impact of Content Novelty on the Accuracy of a Group Recommender System;2014
55177175;A Multi-Hop Packet-Switched AWGM-Star-Network Realized with TX/RX Arrays;2001
55197417;Taxonomic multi-class prediction and person layout using efficient structured ranking;2012
55209040;A frame-based approach for reference metadata extraction;2014
55219091;The implicit midpoint rule applied to discontinuous differential equations;1993
55255151;Interval taylor forms;1987
55323366;On equal μ-terms;2011
55332633;Forces in laparoscopic surgical tools;1997
55442131;A comparative study of correspondence-search algorithms in MIS images;2012
55470753;Detection of Learning Styles from Learner's Browsing Behavior During E-Learning Activities;2008
55472549;Target enumeration via integration over planar sensor networks;2008
55506603;Compressed sensing digital receiver and orthogonal reconstructing algorithm for wideband ISAR radar;2015
55519184;LexValueSets: An Approach for Context-Driven Value Sets Extraction;2008
55524121;Land cover boundary extraction in rural aerial videos;2007
