keyword_id,keyword
13748,Remez algorithm
13754,Secure Electronic Transaction
13760,Universal composability
13764,Citation analysis
13770,Formal grammar
13772,Autonomous agent
13785,Cyber-physical system
13787,Promela
13814,Prestige
13815,Body of knowledge
13816,Structured reporting
13819,Model building
13824,Procedural knowledge
13829,Unstructured data
13834,Open Knowledge Base Connectivity
13839,SHA-3
13856,Direct sum
13857,Pointer jumping
13865,Branch and bound
13870,Hunt–McIlroy algorithm
13871,Longest alternating subsequence
13872,Elliptic Curve Digital Signature Algorithm
13877,Elliptic curve cryptography
13879,Hessian form of an elliptic curve
13880,Curve25519
13881,Hardware architecture
13882,Electricity market
13883,Financial economics
13886,Mark to model
13887,Price level
13890,Modern portfolio theory
13891,Mean reversion
13893,Limit price
13909,Self-organizing network
13912,Category theory
13916,Time series
13922,Temporal similarity
13925,Motion field
13928,Excitation
13932,Motion recovery
13933,Image sequence
13947,Learning analytics
13952,Semantic analytics
13956,Lexical simplification
13960,All optical
13966,Deflection routing
13980,Countermeasure
13987,Obstacle avoidance
13988,Pathfinder
13991,FPGA prototype
13995,Multiplexing
14004,Multi-commodity flow problem
14006,Minimum-cost flow problem
14009,Gigabit
14010,Arrayed waveguide grating
14015,Packet switching
14016,Header
14017,Multicast
14018,Extended enterprise
14019,Manufacturing enterprises
14021,Sustainability organizations
14026,Natural language generation
14030,Partial evaluation
14035,Medical treatment
14047,User story
14051,Standard basis
14055,Closure operator
14073,Strong RSA assumption
14080,Spoken language comprehension
14086,Information assurance
14088,Information security standards
14096,Emoticon
14097,Cognitive dissonance
14098,Negative feedback
14100,Nonverbal communication
14102,Negativity effect
14103,Computer-mediated communication
14104,Performance feedback
14107,Spectrogram
14110,Integrator
14127,Computer-mediated reality
14132,Artificial reality
14134,Mutual authentication
14137,Behavior control
14141,Blocking set
14143,Projective differential geometry
14144,Erlangen program
14145,Projective geometry
14146,Fano plane
14147,Projective plane
14148,Finite geometry
14150,Projective space
14156,Template
14157,Hippocampus
14164,Interior gateway protocol
14166,Routing Information Protocol
14167,Distance-vector routing protocol
14170,Sequence alignment
14178,Fpga implementations
14179,Software implementation
14188,Model parameter
14197,Linear matrix inequality
14200,Complexity theory and organizations
14201,Marketing and artificial intelligence
14205,Distributed manufacturing
14206,Operational intelligence
14221,CRFS
14226,Active set method
14227,Quadratic assignment problem
14231,Solving quadratic equations with continued fractions
14233,Periodic points of complex quadratic mappings
14237,Clustering high-dimensional data
14239,Similarity (network science)
14243,Single-linkage clustering
14249,Open innovation
14251,Construction management
14257,Optimal decision
14258,Weighted sum model
14263,Reproducibility
14266,Brain mri
14273,Rational analysis
14278,Dreyfus model of skill acquisition
14291,Automated theorem proving
14301,S/KEY
14303,Password policy
14305,Cognitive password
14306,Multinational corporation
14309,Visualization model
14323,Message delay
14327,Certification
14329,Industrial tool
14334,Production cost
14342,Epistemic possibility
14344,Linguistic competence
14353,Social epistemology
14354,Physical chemist
14355,Descriptive knowledge
14357,Sociology of knowledge
14359,Discipline
14360,Liberal arts education
14367,Model predictive control
14368,Horizon
14369,Quantization (physics)
14374,Predicate abstraction
14375,Uninterpreted function
14382,Vampire
14383,Craig interpolation
14384,Open platform
14389,Vertical integration
14391,Open source software
14394,Music information retrieval
14399,Ranking (information retrieval)
14403,Generalized algorithm
14405,Weak solution
14406,Enumeration algorithm
14408,Computational number theory
14410,Robotic systems
14412,Fuzzy inference
14415,Pleasure
14418,Mascot
14421,Human interface device
14427,Strategy
14431,Forward auction
14432,Valuation (finance)
14434,Central processing unit
14440,Frequency scaling
14445,Texture Descriptor
14453,Scene segmentation
14460,Ontology learning
14462,Software pipelining
14464,Modulo
14465,Very long instruction word
14476,Shapley value
14478,Spacetime
14479,Bellman equation
14485,Ambulatory
14487,Success factors
14490,Computerized physician order entry
14498,Named graph
14499,High availability
14501,Iterator
14503,Customer relationship management
14508,Enterprise relationship management
14513,A share
14514,Algorithmic game theory
14516,Price of anarchy
14517,Travel time
14536,Recurrence relation
14542,Constitution
14543,Enlightenment
14544,Quarter (United States coin)
14546,Fuzzy constraint
14548,Vagueness
14550,Rectangle
14552,Uncertain data
14558,Empty set
14559,Topological space
14562,Limit point
14563,Binary operation
14564,Open set
14565,Zero-dimensional space
14566,Audio signal
14570,Polyphony
14571,Chord (music)
14572,Tonality
14578,Input method
14579,Optical head-mounted display
14583,Observable entity
14587,General algorithm
14592,Tariff
14596,Servo
14599,Medical robot
14604,Image moment
14605,Visual control
14607,Stochastic volatility
14611,Stylized fact
14613,Lévy process
14614,Wishart distribution
14615,Volatility risk premium
14616,Variance risk premium
14618,Ray tracing (graphics)
14622,Root-finding algorithm
14644,Satz
14648,Spin coating
14650,Atomic layer deposition
14651,Hall effect
14654,Electron mobility
14655,Nanowire
14656,Fabrication
14657,Semiconductor
14658,Electrical resistivity and conductivity
14662,Horn–Schunck method
14675,Markov decision process
14678,CONWIP
14692,Growth model
14696,Glioma
14704,Midpoint
14721,Metabolic engineering
14726,Mutation operator
14727,Flux balance analysis
14730,Legislature
14733,Federal Information Processing Standards
14749,Memorization
14762,Autonomic computing
14763,Server farm
14767,Self-organization
14768,sort
14770,Black box
14773,Real estate
14774,Multiple-criteria decision analysis
14783,H-infinity methods in control theory
14790,Adaptive neuro fuzzy inference system
14793,Control chart
14795,Statistical process control
14802,Cutting stock problem
14815,Malware analysis
14823,Integrated management
14825,Non-functional requirement
14827,Social behavior
14829,Argumentative
14830,Performance indicator
14834,Analytics
14835,Frontier
14836,Computation tree logic
14837,Kripke structure
14838,Abstraction model checking
14844,Linear temporal logic
14854,Public health
14856,Mandate
14862,Fiscal year
14863,Limit superior and limit inferior
14864,Epsilon-equilibrium
14865,Risk dominance
14867,Best response
14869,Equilibrium selection
14870,Traveler's dilemma
14873,User-generated content
14874,Glory
14880,Goal setting
14891,Horizontal integration
14908,Pareto chart
14909,Fender
14914,Virtual Laboratory
14919,Legislation
14920,Educational systems
14921,Physical access
14923,Vlsi cad
14925,Binary decision diagram
14927,BASIC DATA STRUCTURE
14928,Quality management system
14938,Exact solutions in general relativity
14951,Video retrieval
14952,Mobile social network
14963,Multimodal logic
14977,Betweenness centrality
14978,Community of practice
14979,Educational program
14983,Motion sickness
14994,Coding gain
14995,Algorithmic efficiency
14996,Quarter-pixel motion
15003,Counterpropagation network
15007,Recurrent neural network
15008,Probabilistic neural network
15009,Types of artificial neural networks
15012,Deep learning
15016,Recognition system
15020,Signal envelope
15031,System dynamics
15047,Mainframe computer
15052,Trade-off
15053,Decision quality
15060,Observational study
15064,Active safety
15079,Biological network
15092,Dirichlet's energy
15098,Secure two-party computation
15102,Attractor
15103,Cognitive neuroscience
15104,Paradigm shift
15105,Neural coding
15108,Consciousness
15109,Supervenience
15113,Sørensen–Dice coefficient
15115,Object graph
15119,Maximum flow problem
15120,Interaction information
15122,Wave field synthesis
15124,Sound installation
15125,Amplitude panning
15129,Physical space
15130,Timbre
15131,Spatialization
15132,Continuation method
15134,P-matrix
15143,Garden of Eden
15145,Surjective function
15147,Von Neumann architecture
15151,Organizational identity
15155,Legitimacy
15158,Optimal distinctiveness theory
15163,Service (economics)
15165,Service composition
15166,Mediation (Marxist theory and media studies)
15186,Passive monitoring
15194,Active monitoring
15197,Magnetic field
15199,Ferromagnetism
15203,Maxwell coil
15205,Electromagnetic system
15207,Acoustics
15213,Lexicographic breadth-first search
15215,Null graph
15216,Graph (abstract data type)
15225,Air temperature
15235,Capture effect
15248,Eccentricity (behavior)
15249,Strongly connected component
15250,Digraph
15256,Web quality
15260,Graph property
15270,Broadband communication
15271,Virtual university
15277,Course materials
15285,Sight
15286,Human motion
15291,Steganography
15292,Steganography tools
15293,Parity-check matrix
15306,Population size
15311,Bacterial cell structure
15313,Level set
15315,Myxococcus xanthus
15317,Bipartite graph matching
15319,Cell cluster
15320,Cell segmentation
15325,Tensor product
15328,Tensor (intrinsic definition)
15330,Cartesian tensor
15331,Symmetric tensor
15333,Tensor product of Hilbert spaces
15334,Tensor contraction
15339,Comparison of multi-paradigm programming languages
15341,Fourth-generation programming language
15343,High-level programming language
15344,Third-generation programming language
15345,Programming language theory
15346,Semantics (computer science)
15348,Stream function
15354,Spectral method
15355,Incompressible flow
15367,Polynomial time approximation algorithm
15368,Software business
15369,Time frame
15390,Enterprise life cycle
15394,Feed forward network
15396,Malay
15411,Fast Fourier transform
15415,Graphics library
15418,Oracle database
15422,Dynamometer
15424,Collision free
15429,Biological Ontologies
15437,Realism
15438,Multivariate adaptive regression splines
15440,Recursion (computer science)
15443,Bayesian multivariate linear regression
15444,Recursive partitioning
15445,Multivariate linear model
15457,Supervised training
15459,Word sense discrimination
15465,Wireless systems
15469,Adaptive filter
15470,Handset
15478,Precondition
15480,Language Of Temporal Ordering Specification
15485,Explicit knowledge
15487,Knowledge economy
15492,Tacit knowledge
15497,Diagnostic tools
15500,Competitive learning
15503,Learning rule
15510,VC dimension
15515,Computational learning theory
15519,3D single-object recognition
15525,System of measurement
15526,Image detection
15528,Bright spot
15534,Storytelling
15535,Media studies
15536,Social dimension
15549,Tensor product of algebras
15556,Graph drawing
15560,Readability
15571,Schema evolution
15574,Software versioning
15575,Zipf's law
15579,Mistake
15580,Mandelbrot set
15586,Secure multi-party computation
15593,Asymptotically optimal algorithm
15604,Push–relabel maximum flow algorithm
15608,Out-of-kilter algorithm
15611,Hopcroft–Karp algorithm
15612,Suurballe's algorithm
15616,Diphone
15618,Naturalness
15619,MIDI
15620,Text corpus
15622,Singing
15625,MBROLA
15628,Strength of a graph
15639,Optical coherence tomography
15647,Retinal
15648,Speckle noise
15650,Deliberation
15651,Argumentation framework
15656,Collaborative Problem Solving
15660,Project portfolio management
15666,Streaming algorithm
15667,Performance metric
15670,Subsequence
15672,Inverter
15673,FO4
15677,Velocity saturation
15686,Greenhouse effect
15687,ELECTRE
15689,Pareto optimal
15690,Solid waste management
15694,Gamma probe
15700,Positron emission tomography
15701,Head and neck cancer
15702,Lymph node
15704,Manufacturing cost
15710,Machining time
15725,Multipartite
15729,Bipartite graph
15736,Finite sequence
15737,Substitution tiling
15746,Underwater vehicle
15749,Load management
15766,On-the-fly encryption
15767,Filesystem-level encryption
15768,56-bit encryption
15783,Multimedia search
15787,Semantic gap
15792,Cad tools
15809,Lifecycle model
15820,Function composition
15821,Linearization
15824,Variational method
15826,Variational principle
15828,Flux
15829,Variational integrator
15833,Field programmable gate array technology
15838,Computer usage
15849,Data center
15856,Jensen's inequality
15857,Bhattacharyya distance
15858,Jensen–Shannon divergence
15860,Weighted Voronoi diagram
15862,Bregman divergence
15875,Oil reserves
15878,Market risk
15879,Petroleum
15881,Program evaluation
15882,Submarine pipeline
15886,Statistical mechanics
15888,Topological order
15893,Toric code
15895,Ricci flow
15910,Behavioural sciences
15912,Smart meter
15913,Energy informatics
15931,Fault modeling
15934,Global system
15937,System development
15946,Dual polyhedron
15951,Spherical polyhedron
15952,Defeasible argumentation
15953,Defeasible logic programming
15962,Noise measurement
15968,Factor analysis
15969,Gaussian noise
15976,Thermostat
15984,Redundancy (engineering)
15990,Systolic array
16001,Branch and price
16006,Criss-cross algorithm
16007,Piecewise linear function
16015,Organization change
16016,Exception handling
16022,Durable good
16025,Market power
16027,Volatility (finance)
16036,Molecular communication
16037,Phospholipid
16038,Molecule
16039,Biophysics
16040,Emulsion
16041,Briggs–Rauscher reaction
16042,Chemistry
16043,Belousov–Zhabotinsky reaction
16045,Liposome
16050,Voltage regulation
16052,Power supply rejection ratio
16056,Constant power circuit
16064,Final Labeling
16067,Labeling Problem
16090,Branch and cut
16095,Covering problems
16097,Outerplanar graph
16105,Lattice graph
16109,Mature technology
16112,Hacker
16120,Controlled NOT gate
16123,Cluster state
16124,Graph state
16126,Hadamard transform
16134,Interior point method
16141,Concordance
16144,Logical framework
16150,CBC-MAC
16153,Key whitening
16154,Triple DES
16155,Two-square cipher
16165,Volumetric data
16166,Motion correction
16167,Local symmetry
16169,Language analysis
16176,Reliability block diagram
16178,Zoom
16180,Block diagram
16185,Chen
16188,Cayley digraphs
16190,Degree diameter problem
16196,Image representation
16197,Rigid transformation
16199,Optical imaging
16202,Intravital microscopy
16205,Probabilistic logic network
16210,Opportunistic reasoning
16215,Response rate (survey)
16221,Existence theorem
16224,Contraction mapping
16233,Conceptual design
16234,Intelligent design
16247,Universal approximation theorem
16250,Physical quantity
16254,Composition series
16257,Group isomorphism
16258,Graph isomorphism
16259,Group isomorphism problem
16260,Solvable group
16266,Data deduplication
16267,Convergent encryption
16272,Plaintext-aware encryption
16275,Simultaneous game
16280,Screening game
16284,Game of chance
16297,Threshold cryptosystem
16298,Blind signature
16314,Structural proof theory
16317,Automated proof checking
16318,Proof theory
16319,Resolution (logic)
16321,Spinal cord
16329,Clinical study
16331,WHITE MATTER TISSUE
16332,Cord
16345,Instruction scheduling
16353,Loop scheduling
16358,Adjacent-channel interference
16363,Zero-forcing precoding
16370,Adaptive structuration theory
16373,Group problem solving
16382,Energy sector
16384,Greenhouse gas
16385,Microgrid
16389,Statistical classifier
16391,C4.5 algorithm
16400,Automotive industry
16401,Safety standards
16402,Automotive embedded systems
16403,Microwave oscillators
16404,Patch antenna
16405,Antenna feed
16408,Ligne
16409,Electromagnetic coupling
16411,Microstrip antenna
16412,Active devices
16413,Microstrip
16415,Bandwidth allocation
16418,CDMA spectral efficiency
16421,Process gain
16424,Ciphertext indistinguishability
16433,Plaintext
16434,Virtual network
16440,Internet protocol suite
16445,Dedicated line
16446,File system
16450,Network layer
16465,Positive systems
16469,Cultural heritage
16472,Exhibition
16473,Visitor pattern
16475,Natural user interface
16477,Cipher
16478,International Data Encryption Algorithm
16484,Tiny Encryption Algorithm
16490,Stereopsis
16500,Gibbs phenomenon
16503,Fourier analysis
16512,Web intelligence
16515,Deep Web
16517,Data scraping
16523,Nomothetic and idiographic
16526,Nomothetic
16528,Multiple experts
16529,Knowledge elicitation
16543,Lung
16549,Pulmonary lobe
16551,Fissure
16561,Integrated services
16562,Bandwidth management
16564,Adaptive monitoring
16569,Cloud provider
16573,Information quality
16576,Geospatial analysis
16577,Logical reasoning
16586,Degrees of freedom (statistics)
16588,Inverse kinematics
16590,321 kinematic structure
16603,Representation language
16605,Knowledge modeling
16609,Viewpoints
16617,Economic order quantity
16618,Closed-form expression
16619,Fixed cost
16620,Irrational number
16626,Color space
16628,Specular reflection
16629,Diffuse reflection
16634,Focus (optics)
16635,Color image
16636,Value noise
16638,Discrete wavelet transform
16641,Stationary wavelet transform
16642,Wavelet packet decomposition
16644,Gradient noise
16649,Emotion classification
16651,Popular music
16652,Lyrics
16653,Affective computing
16657,Delay-tolerant networking
16662,Adaptive quality of service multi-hop routing
16671,Bluetooth scatternet
16675,Bluetooth
16680,Partially observable Markov decision process
16690,Lexical density
16691,Bimodality
16692,Lexical semantics
16693,Word lists by frequency
16702,Obstacle
16708,Anytime algorithm
16713,Phylogenetic tree
16715,Ancestral reconstruction
16716,Genomics
16717,Contig
16718,Genome evolution
16719,Ancient DNA
16721,Sequence assembly
16723,Emergent gameplay
16726,Game art design
16727,Game design document
16730,Metagaming
16731,Game Developer
16733,CSIv2
16736,Interoperable Object Reference
16740,NIST
16745,Impact assessment
16747,Research assessment
16752,Complete category
16755,Discrete category
16758,Absolute convergence
16769,Variable structure system
16770,Variable structure control
16773,Sliding mode control
16775,Kriging
16779,Minimum description length
16784,Infinitesimal strain theory
16794,Higher-order logic
16798,Uniform norm
16802,Fuzzy electronics
16808,Fingerprint recognition
16814,Theory of multiple intelligences
16815,Functional illiteracy
16823,Adaptive learning
16824,Strengths and weaknesses
16827,Octave
16849,Articulated robot
16855,Omega
16856,Monotone boolean function
16860,Quantitative structure–activity relationship
16866,Convection–diffusion equation
16868,Regular grid
16874,Finite volume method
16876,Neural network learning
16887,Inductive bias
16889,Multi-task learning
16893,Inductive transfer
16898,TCP Westwood plus
16899,CUBIC TCP
16900,TCP Vegas
16903,Zeta-TCP
16904,TCP acceleration
16905,TCP tuning
16907,TCP Friendly Rate Control
16908,TCP global synchronization
16910,Bricolage
16934,Functor
16936,Completely distributive lattice
16937,Star product
16962,init
16965,Trade fair
16969,Virtual economy
16976,Municipal wireless network
16980,Key Wrap
16996,Rayleigh–Faber–Krahn inequality
17000,Semidefinite embedding
17008,Societal impact of nanotechnology
17017,Latent semantic analysis
17019,Data format
17025,Transfer entropy
17034,P versus NP problem
17039,Hybrid computation
17047,B-Method
17067,Performance management
17077,Idempotence
17083,Provisioning
17086,Overlay
17087,Network virtualization
17095,Stochastic differential equation
17096,White noise
17104,Boltzmann distribution
17108,Gray level
17125,Agent behavior
17129,Algorithmic learning theory
17130,E learning
17131,Systems theory
17137,Online and offline
17139,Receiver operating characteristic
17140,Prostatectomy
17145,Elastography
17155,Application Context
17156,Dynamic web page
17158,Publication Characteristics
17161,Trend analysis
17169,Developmental psychology
17171,Quantum interference
17172,Cortical neurons
17173,Motor planning
17174,Neural activity
17178,Magnetoencephalography
17179,Sensory processing
17185,Font
17190,Layout extraction
17193,Autoregressive–moving-average model
17196,Process analysis
17199,Equipment Operator
17201,Training system
17206,Precinct
17208,Fuzzy linear programming
17210,Time allocation
17211,Fuzzy cognitive map
17216,Overtime
17222,Organizational model
17226,Organizational architecture
17227,Informal organization
17228,Complex adaptive system
17230,Cache language model
17238,Constructed language
17239,Philosophy of design
17240,Speech technology
17241,Language technology
17242,MicroBlaze
17245,Application-specific instruction-set processor
17257,Tautology (logic)
17258,Łukasiewicz logic
17260,Propositional calculus
17261,Monoidal t-norm logic
17274,Soft handover
17283,Perfect information
17284,Action selection
17287,Extensive-form game
17290,Condensation
17291,Deformation modeling
17303,PSPACE-complete
17304,Satisfiability
17308,DPLL algorithm
17314,Tragedy of the commons
17318,Social dilemma
17319,Aggregate behavior
17322,Determinism
17323,Causal relations
17324,Causation
17327,Determinacy
17330,Branching (version control)
17341,Connectomics
17353,Monomorphism
17354,Category of rings
17357,Essential extension
17360,Working memory
17362,Visual memory
17363,Interference theory
17365,Cerebral cortex
17367,Visual cortex
17368,Superior frontal sulcus
17377,Structured prediction
17382,Covariance
17384,Explanation-based learning
17389,Network administrator
17398,Microelectromechanical systems
17409,Dispersion (optics)
17414,In vivo
17416,Bingham distribution
17417,Neurite
17418,Distribution function
17423,Curry
17425,Concurrent computing
17429,Noun phrase
17430,Verb phrase
17432,Endocentric and exocentric
17434,Lexicon
17438,Verb phrase ellipsis
17445,Square rooting
17455,Communication source
17459,Parallel corpora
17465,Escrow
17466,Master key
17470,Key escrow
17476,Impedance matching
17478,Automatic tuning
17481,Fidelity
17487,Auditory stimulation
17497,Unit square
17499,Beamforming
17500,Transmitter power output
17508,Duplex (telecommunications)
17513,Universality (philosophy)
17515,Special Interest Group
17523,Unicast
17525,Entropy (information theory)
17552,Multivariable calculus
17561,Geometric reasoning
17562,Microsystem
17567,System level
17568,Physicalism
17570,Logical truth
17572,Metaphysics
17582,Incremental learning
17583,Concept drift
17588,Implicit parallelism
17589,Task parallelism
17592,Dependence analysis
17593,Optimizing compiler
17594,Data parallelism
17597,Dialog box
17599,Collaborative design
17606,Transmitter
17608,Baseband
17614,Quadrature (mathematics)
17615,Analogue filter
17616,Orthogonal frequency-division multiplexing
17617,Phase-shift keying
17621,Terminal and nonterminal symbols
17624,Extended Affix Grammar
17634,Interaction protocol
17637,Social semantics
17638,Richardson extrapolation
17639,Finite difference scheme
17642,Boundary layer
17643,Upwind scheme
17645,Delay differential equation
17648,Broadband access networks
17650,Broadband
17654,Access network
17655,Control channel
17674,Social computing
17676,Community informatics
17685,Constructive algorithms
17698,Hyperspectral imaging
17711,Finger vein recognition
17716,BIBO stability
17718,Marginal stability
17719,Discrete space
17730,Crime analysis
17734,Project planning
17737,Computer Science and Engineering
17738,Design structure matrix
17746,Active database
17749,Recursive functions
17752,Comparator
17755,Digital pattern generator
17756,Test functions for optimization
17757,High-level synthesis
17776,Latent variable
17777,Brain activity and meditation
17783,Automotive electronics
17784,Powertrain
17786,Original equipment manufacturer
17789,Chassis
17796,Accessibility relation
17800,Dynamic logic (digital electronics)
17802,Communication architecture
17803,Iso standards
17807,Enterprise information security architecture
17811,Information structure
17813,System of record
17816,Information access
17817,Database design
17824,Cell
17828,Disease
17834,Evolutionary robotics
17835,Propulsion
17837,Soft materials
17846,Protection mechanism
17848,Survivability
17855,SMA*
17856,Haptic interaction
17859,Arduino
17860,Pressure sensor
17862,Servomotor
17863,Equalizer
17873,Multiple antenna
17884,Distance transform
17887,Microscopic Angioscopy
17890,RAYNAUD DISEASE
17892,Raynauds Phenomenon
17894,Nailfold Capillaroscopy
17899,Reference model
17900,Handwriting recognition
17908,Linear problem
17917,Proof calculus
17939,Social knowledge
17943,NoSQL
17945,Product reviews
17955,Learning environment
17956,Professional learning community
17958,Small number
17967,Overhead (business)
17975,Continuous knapsack problem
17989,Drusen
17990,Macular degeneration
17992,Tunneling protocol
18002,Link Control Protocol
18005,Augmented virtuality
18008,Camera image
18010,Arthroscopic probe
18011,Web usability
18015,Usability engineering
18017,Usability lab
18023,Kappa
18027,Prescribed medications
18045,Statics
18047,Feedback linearization
18051,Cartesian coordinate system
18055,Hyperparameter
18058,System identification
18068,Web site
18072,Studio
18074,Professional practice
18075,Social system
18077,Peer feedback
18080,Popular culture
18087,Pebble
18090,Video server
18092,Video post-processing
18097,Smacker video
18098,Video compression picture types
18099,Scalable Video Coding
18100,Uncompressed video
18105,Data exploration
18116,Randomized controlled trial
18119,Comparative effectiveness research
18121,Search advertising
18123,Search engine optimization
18124,Trademark
18125,Keyword advertising
18126,Online advertising
18127,False advertising
18128,Trademark infringement
18136,Geometry of interaction
18140,Realizability
18142,Portfolio investment
18144,Market portfolio
18155,Sequence
18162,Cornacchia's algorithm
18166,Okapi BM25
18172,Search analytics
18185,Exponential smoothing
18187,Artificial immune system
18189,Autoregressive integrated moving average
18190,Empirical probability
18200,Large deformation diffeomorphic metric mapping
18208,Extended finite element method
18211,Finite element approximations
18222,Internet backbone
18229,eXtended WordNet
18240,Ring oscillator
18243,Sram cell
18254,Community health
18288,Hermite normal form
18289,NTRUSign
18290,NTRU
18294,IEEE P1363
18297,Parallelepiped
18301,Distributivity
18303,Limit-preserving function
18306,Completeness (order theory)
18307,Adjunction
18309,The Symbolic
18316,Protocol implementations
18317,Mood
18318,Daily living
18319,Quality of life
18320,Behavioural analysis
18322,Applied psychology
18332,Conviction
18334,Sophistication
18335,QUIET
18336,Gait
18344,Trunk
18346,Exploratory testing
18347,Hybrid testing
18356,Image restoration
18374,Project lifecycle
18377,Top management
18379,Project team
18382,Population biology
18388,Service Integration Maturity Model
18390,Capability Maturity Model
18391,Upgrade
18392,Management practices
18394,Business benefits
18396,Business objectives
18409,Application specific
18413,Ultra high frequency
18420,Polynomial algorithm
18424,Pride
18426,Moral disengagement
18427,Social cognitive theory of morality
18429,Shame
18431,Admiration
18432,Value theory
18436,E banking
18446,Result set
18449,View
18451,Online aggregation
18458,Synonym
18463,Laparoscopy
18464,Laparoscopic adjustable gastric banding
18465,Body Image Disorders
18466,Body dysmorphic disorder
18468,Obesity
18470,Weight loss
18472,Gastric band
18488,Flowchart
18491,Fuchsian group
18492,Vestibular system
18493,Semicircular canal
18494,Scoliosis
18503,Secret sharing
18509,Security analysis
18515,Bicriteria optimization
18523,Limited availability
18530,Spatial network
18536,Reification (Marxism)
18545,Algebraic structure
18554,Dynamic planning
18569,Correlated equilibrium
18578,Folk theorem
18585,Morally wrong
18591,Bridging (networking)
18592,Asynchronous distributed systems
18596,Scoring Engine
18598,Question answer
18601,Paraphrase
18606,Crossmodal
18608,Synesthesia
18609,Grapheme-color synesthesia
18610,Multisensory integration
18619,Observability
18620,Persuasion
18625,restrict
18626,Multi objective genetic programming
18645,Data source
18652,Collocation extraction
18655,Specifier
18656,Minimalism (technical communication)
18657,Spic
18661,Copying
18665,Wafer fabrication
18667,Semiconductor device fabrication
18672,Fuzzy objective function
18674,Cash flow
18683,Business process reengineering
18685,Business activity monitoring
18691,Maximum cut
18699,Directed acyclic graph
18703,Pseudorandom number generator
18712,Shannon–Fano coding
18716,Unlicensed band
18719,Frequency allocation
18721,Spectrum sharing
18726,Credibility
18730,Dempster–Shafer theory
18733,Doxastic logic
18734,Likelihood principle
18737,Energy demand management
18738,Electricity
18741,Sustainable development
18745,Environmental economics
18746,Lottery scheduling
18752,Genetic algorithm scheduling
18759,Middleware (distributed applications)
18764,Distributed design patterns
18768,Sensory cue
18775,Robotic surgery
18782,Integrated Computer-Aided Manufacturing
18786,Manufacturing firms
18794,File transfer
18795,Internet traffic
18801,Linear feedback shift register
18823,Variable neighborhood search
18831,Last mile
18833,Greedy randomized adaptive search procedure
18848,Commodity
18880,Cramer–Shoup cryptosystem
18882,Goldwasser–Micali cryptosystem
18884,Paillier cryptosystem
18892,Risk assessment
18894,Dynamic data
18903,Realisation
18914,Predicate logic
18918,Information asymmetry
18920,Information acquisition
18921,Rational expectations
18923,Financial market
18929,Lévy family of graphs
18930,Clique-sum
18952,Network security
18958,Passivity
18963,Model order reduction
18977,Numerical tests
18981,Boundary element method
18996,Factorization system
18998,Dixon's factorization method
19000,Factorization of polynomials
19001,Injective object
19012,Probabilistic automaton
19014,Vector space
19027,Rational function
19028,Reliable computing
19047,Data display
19064,Error-driven learning
19070,Kaplan-Meier Estimate
19072,Lymph node positive
19076,Signal correlation
19081,Technical systems
19083,Symmetry group
19085,Structure extraction
19088,Marked point process
19089,Facade
19091,Large networks
19108,Corpus linguistics
19114,Truth condition
19115,B-theory of time
19116,Phrase
19123,Rotary encoder
19126,Compass
19143,Invisibility
19145,Restructuring
19148,Fiducial marker
19149,Natural feature tracking
19160,Nonlinear optimization problem
19164,Deterministic context-free grammar
19177,Dependability benchmarking
19186,Delay calculation
19197,Knowledge base management systems
19219,Convergence of random variables
19220,Extended Kalman filter
19224,Recursive Bayesian estimation
19227,Invariant extended Kalman filter
19231,Classification of discontinuities
19232,Control point
19247,HARP
19248,Musical gesture
19255,Power graph analysis
19263,Mild dementia
19273,Frequency compensation
19291,Relational governance
19292,Argument
19304,Random walk closeness centrality
19310,Network theory
19311,Katz centrality
19315,Pitch contour
19321,Tone mapping
19324,Moving average
19325,Mandarin Chinese
19327,x86 debug register
19328,Register allocation
19332,Base and bounds
19334,Memory type range register
19346,Computer programming
19363,Bridging fault
19366,Boolean data type
19376,Battlespace
19384,Social benefits
19387,Class instruction
19397,Correlation and dependence
19402,Implant
19403,Needle track
19406,Prostate brachytherapy
19408,Network flow algorithms
19411,Metalearning
19420,Database query
19423,Database administrator
19424,Database theory
19428,Statistical database
19438,Serialization
19442,Robotics middleware
19445,Toolchain
19450,Incomplete Cholesky factorization
19452,Minimum degree algorithm
19453,Incomplete LU factorization
19455,Faugère's F4 and F5 algorithms
19462,Stiffness
19465,Surrogate model
19466,Polynomial chaos
19469,Mixture model
19473,Design review
19478,Structured analysis
19484,Functional Brain Imaging
19487,General linear model
19496,Nim
19500,n-player game
19512,Composition operator
19515,Null model
19528,Linear discriminant analysis
19535,Computational fluid dynamics
19541,Navier–Stokes equations
19546,Substantia nigra
19549,Midbrain
19551,Basal ganglia
19552,Differential diagnosis
19557,Deconvolution
19569,S-attributed grammar
19572,Definite clause grammar
19576,Parsing expression grammar
19577,Affix grammar
19580,Embedded Java
19584,Real time Java
19586,strictfp
19591,Neuroinformatics
19592,Workbench
19594,Brain atlas
19597,Data system
19599,Relational database management system
19600,Presentation layer
19606,Security design
19613,Digital government
19614,Information science
19624,Basic Linear Algebra Subprograms
19628,Status register
19631,Memory data register
19635,Register renaming
19636,Memory buffer register
19637,Processor register
19644,Radio broadcasting
19647,Radio wave
19649,Storm
19659,Firm strategy
19660,System evaluation
19673,State observer
19678,Invariant manifold
19680,Trailer
19681,Tractor
