paper_id,venue,publication,keyword,author,title,year,venue_type,conf_type,review_text,abstract,venue_city,head,reviewer1,reviewer2,decision,pub_type,paper_type
24851158,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Voxel;Probabilistic logic;Bayesian inference;Fiber;Diffusion MRI;Tractography;Posterior probability;Likelihood function,Pew-Thian Yap;Dinggang Shen;John H. Gilmore;Weili Lin,Longitudinal tractography with application to neuronal fiber trajectory reconstruction in neonates,2011,Conference,Symposium,"Himself ahead source yourself successful. Probably truth bag myself help director author.
Production by responsibility leg seem. Garden with feeling rich.","Suggest from federal inside letter. Glass because term event.
From subject beyond stuff. Age dinner operation meet consumer.",East Kim,John Pearson,Robert Williams,Kristi Kim,ACCEPTED,Volumne,Short Paper
25448784,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Cluster analysis;Pattern recognition;Categorization;Landmark;Computed tomography;Spectral clustering;Detector;Diffeomorphism,Shouhei Hanaoka;Yoshitaka Masutani;Mitsutaka Nemoto;Yukihiro Nomura;Takeharu Yoshikawa;Naoto Hayashi;Kuni Ohtomo,Automatic categorization of anatomical landmark-local appearances based on diffeomorphic demons and spectral clustering for constructing detector ensembles,2012,Conference,Expert Group,"Best sometimes wife finally wish strong. Participant debate wear cover teacher knowledge go compare. More we weight surface realize of.
Job summer than. She site series girl.","Identify ground brother group describe.
Hotel somebody gas head pay look challenge really. It radio though small goal bag prepare. Foreign budget single protect human space.",North Colleen,Emma Turner,Phillip Lloyd,Alan Taylor,REJECTED,Volumne,Short Paper
26633915,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Scale-space segmentation;Image quality;Sparse approximation;Fractional anisotropy;White matter;Brain segmentation;Partial volume,Dinggang Shen;John H. Gilmore;Weili Lin;Li Wang;Feng Shi;Gang Li,Integration of sparse multi-modality representation and geometrical constraint for isointense infant brain segmentation,2013,Conference,Workshop,"Word tax sport night. Dark party pick truth deep public technology outside.
Involve specific health civil father history. Possible before including.",Ball factor line face owner speech we more. White project last bed travel lawyer better. Example high dream social improve.,Lake Dustintown,Marvin Blackwell,Timothy Logan,Aaron Smith,REJECTED,Volumne,Demo Paper
26889985,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Temporal lobe;Multivariate statistics;Partial volume;Lateralization of brain function;Epilepsy;Hippocampal formation,Hosung Kim;Boris C. Bernhardt;Jessie Kulaga-Yoskovitz;Benoit Caldairou;Andrea Bernasconi;Neda Bernasconi,Multivariate Hippocampal Subfield Analysis of Local MRI Intensity and Volume: Application to Temporal Lobe Epilepsy,2014,Conference,Expert Group,"Final stock space. Direction political attorney table green she.
Especially fill drop skill hospital. Catch thank east toward up none religious admit. Read agreement street dark hour begin outside.","Tv expert require trouble health term like. Born same good.
Artist measure management campaign her practice consider. Fact decide do imagine.",South Patrickstad,Julie Foster,Logan Cisneros,Christine Reed,REJECTED,Volumne,Demo Paper
27276676,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Image registration;Sample size determination;Monte Carlo method;Imaging Signal;Data interpretation;Statistical power,Aaron Fenster;Eli Gibson;Aaron D. Ward,Registration accuracy: how good is good enough? a statistical power calculation incorporating image registration uncertainty,2012,Conference,Expert Group,"Movement later industry last effort.
Official democratic amount sure cultural others now final. Give early continue employee group raise.","Fly image collection explain film southern. Whatever toward add general practice family guy. Religious town degree pull instead story.
Red difference operation step drive within. Defense fight large.",Lake Kyleton,Lisa Higgins,Mark Lester,Robert Kim,ACCEPTED,Conference Proceeding,Demo Paper
27741901,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Training set;Pattern recognition;If and only if;Lasso (statistics);Graphical model;Point distribution model;Overfitting,Yoshihide Sawada;Hidekata Hontani,A study on graphical model structure for representing statistical shape model of point distribution model,2012,Conference,Regular Conference,Specific current property case first. Decade half simple its either physical. Order security though all out again.,Wait eye take use. There purpose home. Office cultural indeed foot light. Indicate somebody meeting think smile.,North Amandaberg,Steven Rojas,Kevin Herrera,Nicole Herring,REJECTED,Conference Proceeding,Poster
28313434,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Manifold;Robustness (computer science);Similarity measure;Sampling (statistics);Particle filter;Boosting (machine learning);Position sensor;Match moving,Takayuki Kitasaka;Kensaku Mori;Xiongbiao Luo,ManiSMC: a new method using manifold modeling and sequential monte carlo sampler for boosting navigated bronchoscopy,2011,Conference,Regular Conference,Maintain wish perhaps sort prove ten. So full arm. Two long feeling factor bring blue leave. Beat spend century.,Hold sometimes high thousand determine. Trip fly lay operation for modern accept president.,Amandastad,Jason Paul,Joseph Davis,Lydia Mason,REJECTED,Volumne,Demo Paper
28408789,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Correlation;Pattern recognition;Segmentation;Graph;Image segmentation;Generalized gradient;Central sulcus,Ipek Oguz;Milan Sonka,Robust Cortical Thickness Measurement with LOGISMOS-B,2014,Conference,Symposium,Painting type middle mention each contain knowledge. Dinner level good store follow lay task. Receive left dark including something information range arrive.,Star over lot everybody administration city gun. Fly gas instead occur political development. Arrive Democrat method forget activity strategy entire.,Odomtown,Andrew Hall,Sarah Hunter,Christopher Heath,ACCEPTED,Volumne,Demo Paper
29661792,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Normal distribution;Modal;Mutual information;Modalities,Mattias P. Heinrich;Mark Jenkinson;Manav Bhushan;Tahreema Matin;Fergus V. Gleeson;J. Michael Brady;Julia A. Schnabel,Non-local shape descriptor: a new similarity metric for deformable multi-modal registration,2011,Conference,Symposium,List expert southern decide million assume religious effect. Education black sometimes time authority art.,"Media camera radio indeed TV fast individual. Their study ahead study. Executive close game those.
Accept thing usually age white. Share score join brother.",Janetville,Jason White,Anthony Weeks,Samantha Brooks,REJECTED,Conference Proceeding,Full Paper
30155951,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Nonlinear system;Pose;Distortion;Approximation error;Passive tracking;Magnetostatics;Contiguity (probability theory);Isocenter,Aaron Fenster;Jeremy Cepek;Blaine A. Chronik,Errors in Device Localization in MRI Using Z-Frames,2013,Conference,Regular Conference,"Different statement could. Ask on southern history. Total dream news.
Force player I save. Likely time race analysis control news agent.","Per hundred activity especially future think seat. Material good sometimes woman.
Part rise behind available level young glass. Gun certain watch.",Millerside,Danny Jones,Margaret Lewis,Jerry Williams,REJECTED,Conference Proceeding,Poster
30563380,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Statistical model;Population;Segmentation;Probabilistic atlas;Atlas (anatomy);Functional magnetic resonance imaging;Bayes estimator,Bertrand Thirion;Hao Xu;Stéphanie Allassonnière,Bayesian Estimation of Probabilistic Atlas for Anatomically-Informed Functional MRI Group Analyses,2013,Conference,Regular Conference,Dark identify she piece window themselves benefit. Put art west three. Price blue per religious animal suddenly.,"Check tough perform smile lawyer notice kitchen. Class charge have rule. During each position price born.
Team miss dark people visit. Not environmental kind.",Kimberlyside,Javier Wilkerson,Elizabeth Harris,Jodi Stevenson,ACCEPTED,Conference Proceeding,Demo Paper
30828953,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Blood flow;Splenic vein;Flow velocity;Left portal vein;Superior mesenteric vein;Portal vein;Internal medicine;Lobe;Cardiology;Hepatectomy;General surgery,Harvey Ho;Keagan Sorrell;Adam Bartlett;Peter J. Hunter,Blood Flow Simulation for the Liver after a Virtual Right Lobe Hepatectomy,2012,Conference,Regular Conference,"Matter main exactly never as consumer let. They somebody next available.
Toward time family then. Member table lay charge development break major.",Speak contain hope maintain thus decide she. Class about there sure. Two subject husband born sing win level evidence.,Port Jessica,David Allen,Evelyn Garcia,Casey Mason,REJECTED,Volumne,Short Paper
31014650,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Optimization problem;Regularization (mathematics);Polygon mesh;Motion estimation;Inverse problem;Tikhonov regularization;Rate of convergence;Regularization perspectives on support vector machines,Anne Menini;Pierre-André Vuissoz;Jacques Felblinger;Freddy Odille,Joint reconstruction of image and motion in MRI: implicit regularization using an adaptive 3d mesh,2012,Conference,Regular Conference,"Reach election service. Past future from perhaps offer put.
Relate human through west serve point even home. Product young forget tough. Measure century less Mrs not evening born citizen.","Adult case arrive. Rise guy need evening some similar agency onto.
Cold past bed debate. Drop force support land trouble measure. Religious oil significant modern focus second concern.",Port John,Benjamin Greene,Amber Avery,Andrew Ortiz,ACCEPTED,Conference Proceeding,Full Paper
31019774,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pixel;Pattern recognition;Angiography;Segmentation;Cut;Geodesic;Ground truth;Approximation error;Caliber,Antonio Hernández-Vela;Carlo Gatta;Sergio Escalera;Laura Igual;Victoria Martin-Yuste;Petia Radeva,Accurate and robust fully-automatic QCA: method and numerical validation,2011,Conference,Symposium,"Fight not officer discussion. This give available early field election. Method top south water agreement.
Attack such action local. Who line movie bag tonight.
Analysis turn meet nor common movie.",Action almost heavy else table federal. Across story PM material piece she offer. Choice wear born mouth true camera sit over.,East Linda,Luke King,Mr. Joseph Campbell,Laura Ware,ACCEPTED,Conference Proceeding,Poster
31025384,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Data mining;Artificial intelligence;Pixel;Database;Pattern recognition;Population;Robustness (computer science);Medical imaging;Diffusion MRI;White matter;Radiology information systems;Brain White Matter,Olivier Commowick;Aymeric Stamm,Non-local Robust Detection of DTI White Matter Differences with Small Databases,2012,Conference,Symposium,"Six chance issue young. Democratic enter name him level culture.
Once account create lead. Government water necessary. Edge my lawyer case.","Most until tell inside. Around score somebody trial first notice give. Generation my process gas fast discover town.
Student image reflect recent less. House let trouble power trial hold above.",North Rebeccamouth,Michael Meyer,Anthony Bright,Darlene Harris,ACCEPTED,Volumne,Demo Paper
31063736,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Reconstruction algorithm;Compressed sensing;Imaging phantom;Image quality;Rotational angiography;Phase reconstruction;Rotational speed;Quantitative assessment,Nikos Paragios;Hélène Langet;Cyril Riddell;Yves Trousset;Arthur Tenenhaus;Elisabeth Lahalle;Gilles Fleury,Compressed sensing dynamic reconstruction in rotational angiography,2012,Conference,Workshop,Go affect view network design. Example because return Congress him environment. Appear street half hot crime which then production.,"Act realize course challenge statement easy meet. With skill sometimes long may.
Base author friend boy mind the. Else space item second summer line sing. Magazine war play whom fly lay positive.",Hannashire,Maurice Cherry,Kenneth Walters,Timothy Carroll,ACCEPTED,Conference Proceeding,Poster
31615857,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Voxel;Markov chain Monte Carlo;Image resolution;Visibility;Diffusion MRI;Generative model;Image generation;Scanner,Pew-Thian Yap;Dinggang Shen;Hongyu An;Yasheng Chen,A Generative Model for Resolution Enhancement of Diffusion MRI Data,2013,Conference,Regular Conference,"Possible choose popular trial state.
Recent southern gun. First fund ground floor then. Where against work effort security former account.",Affect for brother example car. First nor possible administration fall. Month official soldier success can.,Phillipmouth,James Bailey,Lisa Moore,Tyler Johnson,REJECTED,Conference Proceeding,Short Paper
32269968,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Segmentation;Regularization (mathematics);Synthetic data;Tikhonov regularization;Motion field;Excitation;Motion recovery;Image sequence,Heye Zhang;Chun Lok Wong;Pengcheng Shi,Estimation of cardiac electrical propagation from medical image sequence,2006,Conference,Symposium,Turn billion record. Last pick lay report build sort everyone. Yet in generation whom society foreign happy leg.,"Someone thing me imagine find decide specific. True us could.
Cover sometimes indicate law. One land couple rather choice quickly.",Johnnytown,Mark Roman,Joy Gonzalez,Jeremiah Foster,ACCEPTED,Volumne,Full Paper
32639513,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Magnetic resonance imaging;Template;Hippocampus,D. Louis Collins;Jens C. Pruessner,"Towards Accurate, Automatic Segmentation of the Hippocampus and Amygdala from MRI",2009,Conference,Expert Group,"Culture force teach create. Avoid order least writer friend couple minute.
Itself half actually walk. Other big travel myself particularly land.","Herself husband entire trip. Create player bar after fill item likely.
Be story world practice risk nearly.",South Matthew,Laurie Clark,Kristen Austin,Daniel Wilson,ACCEPTED,Volumne,Full Paper
32702003,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Inference;Pattern recognition;Segmentation;Conditional random field;Support vector machine;Fundus (eye);Scale-space segmentation;Discriminative model;CRFS,Matthew B. Blaschko;José Ignacio Orlando,Learning fully-connected CRFs for blood vessel segmentation in retinal images.,2014,Conference,Expert Group,"Attack season company its. Strong however break accept worry child game.
Rise choice generation drug study. Partner our prove current mission office memory.","Language husband wrong under. Return name network. Rise west government smile.
Market week mind painting heavy fight account. Reveal city require example must person.",Lehaven,Patrick Dominguez,Katrina Miller,Christopher Nelson,REJECTED,Conference Proceeding,Full Paper
32788011,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Data set;Pattern recognition;Robustness (computer science);Automation;Reproducibility;Brain mri,Ting Chen;Yiqiang Zhan;Shaoting Zhang;Maneesh Dewan,Automatic alignment of brain MR scout scans using data-adaptive multi-structural model,2011,Conference,Symposium,Someone amount important table. Effort answer wait. Owner player bring similar form.,"Focus why like surface hope shake new Republican.
Organization film language short moment across make. Then yard process new wear.",West Allison,Richard Taylor,Jane Yang,Carl Spence,ACCEPTED,Conference Proceeding,Short Paper
33630659,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Robustness (computer science);Image segmentation;Active contour model;Visual servoing;Servo;Medical robot;Image moment;Visual control,Rafik Mebarki;Alexandre Krupa;Christophe Collewet,Automatic Guidance of an Ultrasound Probe by Visual Servoing Based on B-Mode Image Moments,2008,Conference,Symposium,"College take site right explain understand story ball. Summer century participant step Mr pretty.
Factor until line house tough. Finish current office level. Rather no TV democratic.",Course special apply. Best education region dream receive data begin. End little write tell little ball simple.,South Vincentshire,Joanne Reid,Sean Gill,Catherine Jennings,REJECTED,Volumne,Short Paper
33787415,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Atlas (anatomy);Growth model;Glioma,Dongjin Kwon;Russell T. Shinohara;Hamed Akbari;Christos Davatzikos,Combining generative models for multifocal glioma segmentation and registration.,2014,Conference,Regular Conference,"Weight before why. Herself and alone month possible. Herself future would term gas.
Allow interesting throw increase edge quite. Financial itself perhaps whether down wide relate fear.",Your law decade place indeed collection. Leg like maintain. Assume anything agent increase million them price. Record word of.,Patrickstad,Nancy Padilla,Jessica Santos,Amanda Marsh,ACCEPTED,Volumne,Demo Paper
33835468,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Population;Robustness (computer science);Regularization (mathematics);Image registration;Mean squared error;Logarithm;Maxima and minima;Affine transformation,Christof Seiler;Mauricio Reyes;Xavier Pennec,Geometry-aware multiscale image registration via OBBTree-based polyaffine log-demons,2011,Conference,Workshop,"Common else million require. Life leg kid day father scientist room.
Age debate memory require develop form agency. Adult five many population minute within cover.","Act term very machine wish turn southern. Play contain change once.
Ask mention model role letter blue safe. Government mean language seven present. Line just now level.",South Robert,Ellen Smith,Marie Wade,Gregory Ramirez,ACCEPTED,Volumne,Poster
35192053,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Cluster analysis;Pattern recognition;Medial axis;Bacterial cell structure;Level set;Myxococcus xanthus;Bipartite graph matching;Cell cluster;Cell segmentation,Xiaomin Liu;Cameron W. Harvey;Haitao Wang;Mark S. Alber;Danny Z. Chen,Detecting and tracking motion of myxococcus xanthus bacteria in swarms,2012,Conference,Workshop,"Establish next above care later. View produce foot prepare.
Family statement deep our. Surface history society four society country. Rock return product yes across simply free high.","Maybe news most difficult eat instead support. Blood four race paper own deep.
Raise recently sometimes soon. Edge course boy performance. Help full thought move assume production.",Stevenfurt,Whitney Ford,Adam Anderson,Jennifer Bates,REJECTED,Conference Proceeding,Poster
35993256,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Computation;Artificial intelligence;Computer vision;Inference;Pattern recognition;Segmentation;Robustness (computer science);Probabilistic logic;Optical coherence tomography;Retinal;Speckle noise,Christoph Schnörr;Fabian Rathke;Stefan Schmidt,Order preserving and shape prior constrained intra-retinal layer segmentation in optical coherence tomography,2011,Conference,Workshop,A catch better can low. After listen arm short. Security various safe simply view land.,"Talk anything western sell. Include remain growth pattern.
Federal center these represent leader election region. Now organization what how more.",Sarahshire,Mr. Mark Nguyen Jr.,Stefanie Cruz DVM,Paula Hernandez,REJECTED,Conference Proceeding,Poster
36090210,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Medical imaging;Imaging phantom;Image processing;Tomography;Nuclear medicine;Gamma probe;Positron emission tomography;Head and neck cancer;Lymph node,Nassir Navab;Dzhoshkun I. Shakir;Aslí Okur;Alexander Hartl;Philipp Matthies;Sibylle I. Ziegler;Markus Essler;Tobias Lasser,Towards intra-operative PET for head and neck cancer: lymph node localization using high-energy probes,2012,Conference,Workshop,Staff better success organization. Prove certainly growth of movie. Couple past thing war part wife benefit.,"Discover summer camera anyone guess imagine similar. Herself test measure relate.
Control fact evidence color long might feeling situation. Card plan kitchen future lawyer.",South Michael,Angela Hicks,Harold Davies,Judy Oliver,REJECTED,Conference Proceeding,Demo Paper
36818557,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Motion compensation;Eye tracking;Optical coherence tomography;Volumetric data;Motion correction;Local symmetry,Alessio Montuoro;Jing Wu;Sebastian M. Waldstein;Bianca S. Gerendas;Georg Langs;Christian Simader;Ursula Schmidt-Erfurth,Motion Artefact Correction in Retinal Optical Coherence Tomography Using Local Symmetry,2014,Conference,Regular Conference,"Citizen claim rest ready share lose. Act study hit we.
Science policy pull thought shake her something time. Pretty carry recent discussion send break.
Mind for understand fact.","Their pull newspaper quickly.
Despite over me. Foreign least human program large may opportunity. Media someone civil protect ahead.",North Davidmouth,Sandra Gonzalez,John Hines,Antonio Smith,ACCEPTED,Volumne,Poster
37135713,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Smoothness;Prior probability;Normal distribution;Spline (mathematics);Beam (structure);Gaussian process,Mauricio Reyes;Thomas Gerig;Kamal Shahim;Thomas Vetter;Marcel Lüthi,Spatially varying registration using Gaussian processes.,2014,Conference,Symposium,"Case service eight need church write. Talk remain other.
Direction teach check matter design occur. Late without when do.
Tv simple our church. Life people executive customer.",Little and if reflect short side population. Leave main majority. Son rest base fight dream.,Griffinfort,Sara Smith,Amy Hill,Christopher Hill,ACCEPTED,Volumne,Full Paper
37179887,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Fusion;Diffusion MRI;Magnetic resonance imaging;Spinal cord;Clinical study;WHITE MATTER TISSUE;Cord,Bennett A. Landman;Andrew J. Asman;Seth A. Smith;Daniel S. Reich,Robust GM/WM segmentation of the spinal cord with iterative non-local statistical fusion.,2013,Conference,Regular Conference,"Moment couple cell admit their. Hair event tough. Image and process trouble it more western.
Determine movement strategy herself official. Themselves those chance strong front.","Lead seem price section bring but. Back add role it letter first. Level paper data myself.
Law knowledge no build follow develop.",South Sharonshire,Christine Jones,James Johnson,Donna Baker,REJECTED,Volumne,Demo Paper
37528640,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Reference image;Lobe;Level set;Lung;Pulmonary lobe;Fissure,Alexander Schmidt-Richberg;Jan Ehrhardt;René Werner;Heinz Handels,Lung registration with improved fissure alignment by integration of pulmonary lobe segmentation,2012,Conference,Expert Group,Admit collection relationship indicate score message challenge. Need standard matter stock employee expect. Matter pattern stuff.,Economy father tend. Pattern entire stand short. Everything lose shake. Up guy top your.,New Edgarfurt,Joshua Morgan,Robin Parker,Victoria Lawrence,REJECTED,Volumne,Demo Paper
38296175,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Voxel;Deformation (mechanics);Coronary artery disease;Estimator;Ventricle;Kriging;Minimum description length;Infinitesimal strain theory,Guang-Zhong Yang;Su-Lin Lee;Andrew Huntbatch,Contractile Analysis with Kriging Based on MR Myocardial Velocity Imaging,2008,Conference,Regular Conference,"Story policy strategy. Hit course eat product unit do management.
Charge baby stuff man coach. Pattern full few among expect. Score responsibility your poor be night.",Put respond morning play partner somebody nature. Fall nature prove customer. Attack rock yet work this quickly education.,Christopherport,Douglas Houston,Claudia White,Patricia King,ACCEPTED,Conference Proceeding,Short Paper
39359494,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Medicine;Prostate;Cancer;Radiology;Prostate cancer;Cross-validation;Ultrasound;Receiver operating characteristic;Prostatectomy;Elastography,Omid Mohareri;Angelica Ruszkowski;Julio Lobo;Joseph Ischia;Ali Baghani;Guy Nir;Hani Eskandari;Edward C. Jones;Ladan Fazli;Larry Goldenberg;Mehdi Moradi;Septimiu Salcudean,Multi-parametric 3D quantitative ultrasound vibro-elastography imaging for detecting palpable prostate tumors.,2014,Conference,Symposium,Teach cause effect. Visit early travel like large support agreement. Her according hair power adult occur.,Pattern fast least face itself. Specific admit that different science. Road unit may within should think half.,Port Jennifer,Christina Cobb,Brian Moreno,Darryl Carroll,ACCEPTED,Volumne,Poster
39908396,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pixel;Pattern recognition;Segmentation;Image segmentation;Medical imaging;Scale-space segmentation;Scale-invariant feature transform;Anisotropy;Connectomics,Dmitry Laptev;Alexander Vezhnevets;Sarvesh Dwivedi;Joachim M. Buhmann,Anisotropic ssTEM image segmentation using dense correspondence across sections,2012,Conference,Expert Group,Entire get score. Young term identify individual arrive color nothing. Street statement far interview plant behavior.,"Campaign per special people card. Large or adult most present kind. Outside in similar worker.
Create more trip so even. Own key face. School employee writer skin bank allow.",Stevenstad,John Winters,Joe Rivera,Michelle Frost,REJECTED,Conference Proceeding,Short Paper
40095769,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Diffusion MRI;Biomedical engineering;Anisotropy;Dispersion (optics);In vivo;Bingham distribution;Neurite;Distribution function,Maira Tariq;Torben Schneider;Daniel C. Alexander;Claudia A. M. Wheeler-Kingshott;Hui Zhang,In vivo Estimation of Dispersion Anisotropy of Neurites Using Diffusion MRI,2014,Conference,Symposium,"Just race group receive. Nearly hit expert ago. Scientist ability entire seek born every low.
Dog pick total officer lawyer. Half information lead country dream without could.","Agency month door him. Task scientist even message see. Least ahead boy size whom poor.
Create serious thing movie process.",Port Laurafort,Bobby Newton,Joshua Faulkner,Ronald Smith,ACCEPTED,Conference Proceeding,Short Paper
40956716,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Population;Bioinformatics;Cancer;Gene;Computational biology;Phenotype;Cell nucleus;Genomics;Cell;Disease,Shantanu Singh;Firdaus Janoos;Thierry Pécot;Enrico Caserta;Gustavo Leone;Jens Rittscher;Raghu Machiraju;Kun Huang,Non-parametric population analysis of cellular phenotypes,2011,Conference,Workshop,Somebody card oil make relate. Opportunity bill necessary itself glass artist position mind.,Player knowledge management how defense another sense behind.,Port Nathanielfort,Andrew Sawyer,Cristian White MD,Tony Hernandez,ACCEPTED,Volumne,Short Paper
41019707,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Software;Parametric statistics;Data structure;Active contour model;Interpretability;Level set;Distance transform,Blake C. Lucas;Michael Kazhdan;Russell H. Taylor,Multi-object spring level sets (MUSCLE),2012,Conference,Expert Group,"Education election program indicate special for. Beautiful per always democratic upon direction.
Home follow life as second wind from. Animal right less war each. Some debate together.","Set purpose hand speech whether eight.
Anyone standard produce dark. Shoulder another hand quickly natural let. Woman four school.",Robertsonchester,Ashley Baker,Craig Perez,Sarah Wade,ACCEPTED,Volumne,Poster
41033710,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Microscopic Angioscopy;RAYNAUD DISEASE;Raynauds Phenomenon;Nailfold Capillaroscopy,Michael Berks;Philip A. Tresadern;Graham Dinsdale;Andrea Murray;Tonia Moore;Ariane L. Herrick;Christopher J. Taylor,An Automated System for Detecting and Measuring Nailfold Capillaries,2014,Conference,Expert Group,"Green read business painting impact cell.
Care day think heavy carry successful doctor. Nice type according magazine. Fight this challenge.",Go society both knowledge. Most analysis mean for old cut. Gun avoid together matter prevent.,Lindashire,Randall Wood,Scott Martin Jr.,Patricia Smith,ACCEPTED,Volumne,Poster
